transaction_id	project_id	transaction_original_date	transaction_isodate	transaction_year	transaction_value_code	transaction_currency	transaction_value
2e120554-6b12-4c7a-ac40-f339c26aab2d	P085539	01/08/08	2008-01-08	2008	C	USD	72500000
ea446cff-41e3-4b15-ae87-b1233c7c7ee3	P040177	06/24/03	2003-06-24	2003	C	USD	9900000
9a4d0fdc-1df8-42c7-80eb-6d35b2f5f986	P112798	10/21/08	2008-10-21	2008	C	USD	400000000
7059969c-ef4d-44f6-8aa3-342d0cdc0c2e	P115874	04/06/10	2010-04-06	2010	C	USD	311800000
098b3ffe-3d6b-4f01-a44f-d2ddc7a981a2	P106445	08/05/08	2008-08-05	2008	C	USD	40000000
ff78fdb6-bda8-49ef-a717-c62a0aeae72b	P090418	05/31/05	2005-05-31	2005	C	USD	25000000
69d2562c-0597-4f57-a134-d595b3716032	P113099	04/21/09	2009-04-21	2009	C	USD	44000000
e694d80c-59fc-4004-a226-10591957c5d3	P111984	10/21/08	2008-10-21	2008	C	USD	30000000
5f1d3259-7e6d-4969-a66f-26098e9ec2c9	P082888	07/06/06	2006-07-06	2006	C	USD	13000000
e44dd933-687b-4677-ad11-8556dcae99e5	P082998	09/22/04	2004-09-22	2004	C	USD	160900000
6139ac82-2201-488e-a7b0-1c880ef15898	P086480	11/11/04	2004-11-11	2004	C	USD	10000000
aa5445d8-f24d-4b28-9eb0-12f52bd0fb34	P064925	06/29/06	2006-06-29	2006	C	USD	100000000
a4319c54-2d36-48c5-9a80-19facf9424df	P084871	07/28/05	2005-07-28	2005	C	USD	200000000
2f87ed69-f86e-4ecf-ba53-1f24e8e882c9	P074525	02/26/04	2004-02-26	2004	C	USD	96390000
a8877e84-1f62-4859-86b1-5a0fa457b979	P113896	03/16/10	2010-03-16	2010	C	USD	50000000
88b6f839-092c-406c-8bc6-0d5d76c91ba4	P086874	08/26/04	2004-08-26	2004	C	USD	60000000
561b23c8-d4b1-497d-900e-10c120356cc4	P097961	06/26/07	2007-06-26	2007	C	USD	3000000
dd5bbe64-67ae-4850-9f97-81244015779b	P118610	06/24/10	2010-06-24	2010	C	USD	100000000
0d70e604-cc38-42ee-92e1-6e7bbda45d14	P100929	03/29/07	2007-03-29	2007	C	USD	16000000
d1360534-0199-4500-8b44-64bbcfab68c8	P118647	04/12/11	2011-04-12	2011	C	USD	100000000
6405e625-ea5f-4555-b0d6-717d9147a93a	P052608	11/27/07	2007-11-27	2007	C	USD	20000000
8f02824c-84e7-48cc-97eb-a7d4a7bd09f7	P074856	06/05/03	2003-06-05	2003	C	USD	37110000
91586971-ebef-4b81-93c5-0b65ec82d2bd	P107666	07/02/09	2009-07-02	2009	C	USD	10000000
0fce4417-4733-4d9e-b5aa-2eae6c0220de	P107840	05/13/08	2008-05-13	2008	C	USD	105200000
f7477a92-82e7-4e74-9c87-5d29fb0f39f6	P080406	09/22/04	2004-09-22	2004	C	USD	10000000
7bc3835c-4016-4c8a-abdf-eebdb4a1d23f	P050671	12/11/01	2001-12-11	2001	C	USD	22560000
f4023ac0-f56e-4037-929c-e54753842a06	P099166	10/19/06	2006-10-19	2006	C	USD	10000000
c9521dc3-71e8-4baa-bb2d-e949b78365b5	P079314	06/17/04	2004-06-17	2004	C	USD	20000000
5a786703-0d08-4804-8fc3-3e407a3b1de6	P101645	12/13/07	2007-12-13	2007	C	USD	105000000
b7b03ec4-172d-4c73-b11a-02cd5f34f6e9	P112456	06/14/11	2011-06-14	2011	C	USD	27500000
f5bc263b-f9f3-4172-8c4d-f62b5c405260	P087661	12/16/03	2003-12-16	2003	C	USD	14000000
aedb80ea-8115-455f-a522-348a1b3e366a	P120564	05/20/10	2010-05-20	2010	C	USD	250000000
d688ecb0-d31e-4f26-8e29-7783eab120cf	P105637	12/04/07	2007-12-04	2007	C	USD	600000000
473654fc-615b-4666-926d-d572f9c185b0	P074055	05/13/03	2003-05-13	2003	C	USD	11500000
12c29e44-aa9c-4557-b4dd-b78ea9a16db8	P053200	06/13/00	2000-06-13	2000	C	USD	6500000
78c40a6e-03c8-4485-8817-fd1d16c2da68	P074490	07/18/02	2002-07-18	2002	C	USD	56350000
2c9b5554-740f-44d5-941e-5b85f8088f2a	P109986	02/16/10	2010-02-16	2010	C	USD	55000000
778f7ec3-91d0-43b7-afc5-219ccd76ef48	P110671	01/11/11	2011-01-11	2011	C	USD	40000000
0bf68afa-3635-49e5-8d6e-d71139c63d48	P057602	08/01/02	2002-08-01	2002	C	USD	130000000
2bd78e79-1eef-4f62-ac20-abbb37f9e953	P093478	07/31/08	2008-07-31	2008	C	USD	82400000
e4954735-7bcf-417d-89fb-3b9f6bd0be59	P049290	03/31/05	2005-03-31	2005	C	USD	20000000
aa2c1a02-7b29-4bb4-bf3b-3d72d1c22f0b	P073278	12/21/00	2000-12-21	2000	C	USD	7000000
48fe38b3-99dd-47ce-99e3-41c8fa0fcd57	P106956	02/25/10	2010-02-25	2010	C	USD	50000000
704b4b54-69e4-43c2-94be-9ee955a63c6d	P095840	05/01/07	2007-05-01	2007	C	USD	100000000
cbb4c7e0-48e6-4adc-8e98-54d23ede2cbc	P102931	06/14/07	2007-06-14	2007	C	USD	11700000
c5bd65af-7efd-40bc-9605-2bca3009b0e8	P074218	03/26/02	2002-03-26	2002	C	USD	13860000
eada1c9c-d36f-4635-81ff-030600e756f1	P095514	06/28/07	2007-06-28	2007	C	USD	200000000
a7b61668-9a60-4b8d-a9e8-a2fb59a926c2	P073772	06/12/03	2003-06-12	2003	C	USD	105600000
2121e1fe-731b-4ff8-892b-60977f58d5aa	P068058	03/20/03	2003-03-20	2003	C	USD	145000000
dd9405df-b824-42bb-b4b2-70221c1fddda	P106188	07/15/08	2008-07-15	2008	C	USD	15000000
e141b264-d7ba-44d1-a043-765d963c4c82	P076872	09/06/05	2005-09-06	2005	C	USD	84000000
cf3f64bf-d57d-4aab-a6f3-7a382bc7462a	P054966	03/28/02	2002-03-28	2002	C	USD	30000000
08157b41-6eff-4ac9-895b-ff340ac7fbf6	P102547	05/15/08	2008-05-15	2008	C	USD	600000000
13cbaed7-5059-4482-a3ed-1a0559009691	P073488	12/05/02	2002-12-05	2002	C	USD	33600000
76b40bb1-3221-4ca8-8030-01a1b918cf56	P115460	04/02/09	2009-04-02	2009	C	USD	4000000
6f84c286-b598-4599-9abb-6b53380442af	P115101	12/18/08	2008-12-18	2008	C	USD	401000000
4bbbce3a-97fd-43b4-a65b-8d42e344ac82	P076183	06/18/02	2002-06-18	2002	C	USD	5000000
4ef67cdb-84d2-4e6e-9d2b-feadb6576e67	P106468	06/10/08	2008-06-10	2008	C	USD	6000000
c44504ee-cc0a-4f0d-9afc-9cbd5ac8b79a	P084022	07/18/06	2006-07-18	2006	C	USD	80000000
666705f5-572b-495f-b9f3-cdd14ee8512f	P083929	06/01/06	2006-06-01	2006	C	USD	50000000
8fc285b6-0849-4d30-ba57-026b31aac3a4	P096965	03/15/07	2007-03-15	2007	C	USD	90000000
8c4b50d8-bc2b-45a0-8746-4360a5beff68	P082822	06/08/06	2006-06-08	2006	C	USD	180210000
8d6afbc9-9eca-4e05-ad71-b129d7bdc573	P000306	03/20/01	2001-03-20	2001	C	USD	70000000
77de37ca-6973-4e8c-ae79-6fb57f217e6b	P106689	01/31/08	2008-01-31	2008	C	USD	7400000
74a3ac23-dfc1-4a7a-822f-edc09ff78fe1	P083965	10/09/07	2007-10-09	2007	C	USD	10000000
d26e7b7f-00fd-468c-98db-cd8cd8cf96f8	P064508	06/06/02	2002-06-06	2002	C	USD	231000000
956adea8-d503-41e5-bf75-1616f0ae0f0e	P069862	04/28/05	2005-04-28	2005	C	USD	100000000
99628236-49b4-49bc-992a-988a045274a6	P083906	12/23/03	2003-12-23	2003	C	USD	31000000
00561175-1db0-4c3a-baf2-544c7f1f1c17	P108627	06/01/10	2010-06-01	2010	C	USD	100000000
189239c0-183e-4416-b279-cb4a14f96006	P086518	11/30/04	2004-11-30	2004	C	USD	120000000
6eadc7be-6a90-487a-a5a5-5313e5d44e92	P081368	04/20/04	2004-04-20	2004	C	USD	45000000
e974d06a-325f-408d-b1f8-5d66aa856a52	P113027	06/18/09	2009-06-18	2009	C	USD	40000000
3febea54-4629-4983-97f2-b5c2d81e3cde	P118931	05/19/11	2011-05-19	2011	C	USD	250000000
56727897-12fe-4def-a1e8-6fc68bc45eb0	P069058	02/15/01	2001-02-15	2001	C	USD	20000000
39f334ba-a66b-425e-a985-0d4c602f48e1	P107139	04/29/08	2008-04-29	2008	C	USD	20000000
f0c70f03-152c-4f83-b5b1-9e895c9c0284	P050938	07/23/02	2002-07-23	2002	C	USD	26200000
0d16d1b6-e16c-466f-8aa3-8bdf7b1957a0	P116742	04/12/11	2011-04-12	2011	C	USD	100000000
91e1f2da-9bef-40a1-8850-e247cc9101ce	P122398	05/25/11	2011-05-25	2011	C	USD	15000000
f28c58a9-d134-4a5a-83d3-cac8162a9ee6	P111513	12/23/08	2008-12-23	2008	C	USD	13950000
bb83522d-2c5e-440b-9064-02bdc629e270	P059936	10/25/01	2001-10-25	2001	C	USD	110000000
017b4b9d-f2bd-4629-bf31-ce0e36ba2767	P119471	05/03/11	2011-05-03	2011	C	USD	43000000
943325f9-176f-46e8-a9ce-b9c3866cda7a	P078841	01/29/04	2004-01-29	2004	C	USD	3000000
33cd2e11-915e-439e-aabf-062aaf8848ce	P110693	06/24/10	2010-06-24	2010	C	USD	180400000
867b7184-e72b-4f09-81b8-b0cf0275b297	P070063	05/16/06	2006-05-16	2006	C	USD	37200000
3927134e-8186-410c-b33d-784fefbc1bf0	P112817	03/30/10	2010-03-30	2010	C	USD	25000000
07924c88-fb6b-4869-b129-57f70c54261a	P066488	05/04/10	2010-05-04	2010	C	USD	100000000
11ebd69e-fa20-457a-84eb-34a48116111a	P118101	03/29/11	2011-03-29	2011	C	USD	30000000
1e9def0c-b443-4225-a819-7c8afea76acb	P065113	02/15/00	2000-02-15	2000	C	USD	100000000
9d63fb6e-3b2e-479f-8ef6-986d3d7b1fe6	P121796	05/26/11	2011-05-26	2011	C	USD	142080000
52a032d6-c7fb-432f-bae4-6e6c72979408	P124898	11/22/11	2011-11-22	2011	C	USD	500000000
25c55a53-57e9-47b3-b9d5-ed12242422e5	P088728	12/13/05	2005-12-13	2005	C	USD	240000000
d01d9ae4-a2b8-4b20-9efb-da8fe1eada32	P099270	04/30/09	2009-04-30	2009	C	USD	2125000000
0760c3d3-f49a-46a1-b268-49bfef288138	P128663	12/20/11	2011-12-20	2011	C	USD	56800000
53dfa31d-acf5-4b32-bbec-ab2d31bbba87	P121728	12/20/10	2010-12-20	2010	C	USD	19000000
e6626f0f-f4ad-4185-9767-9f82f6c8aa2e	P119694	05/18/10	2010-05-18	2010	C	USD	40000000
aff3113b-0de3-4d97-9b73-84173520cd4a	P064887	12/07/00	2000-12-07	2000	C	USD	404050000
96d1fd30-742f-4420-b2d0-ba3c3dd72746	P106038	05/01/08	2008-05-01	2008	C	USD	550000000
10a6c051-dd01-49f8-8746-aaec41a8a9ea	P120538	05/26/10	2010-05-26	2010	C	USD	47770000
509e1104-8c9b-4c54-866a-c8a408313f2f	P119684	06/17/10	2010-06-17	2010	C	USD	75000000
bec699f2-936f-466f-8140-ee55dc156c17	P073526	07/31/03	2003-07-31	2003	C	USD	24000000
695f2391-0535-49d1-a993-e032a65dcfea	P121514	04/07/11	2011-04-07	2011	C	USD	4000000
bb2428a1-cccf-40b1-b69c-9056005c13d6	P102771	09/22/09	2009-09-22	2009	C	USD	1195000000
b00ee050-36bc-4e65-b033-ff754e38dfe6	P120804	05/04/10	2010-05-04	2010	C	USD	35000000
533a46c1-d7ce-4e55-abe1-6180f5700e66	P106172	06/16/09	2009-06-16	2009	C	USD	200000000
d24582e5-8d1b-4730-8b82-ece95d33b594	P096710	06/05/07	2007-06-05	2007	C	USD	10000000
cbf2be7d-9b73-4b45-9423-48ce25adcd9d	P119856	05/25/10	2010-05-25	2010	C	USD	1000000000
1d134266-56bf-4461-950d-f6f15993a39d	P121631	10/21/10	2010-10-21	2010	C	USD	3000000
0ea4af55-49b8-4ace-949a-ce9154bb7df1	P107159	03/25/10	2010-03-25	2010	C	USD	150000000
3c906467-1d9f-41e8-9d84-bcf5b548efa7	P122783	06/28/11	2011-06-28	2011	C	USD	18000000
575da01f-f94a-412d-aba9-c72b088147ef	P116190	06/18/09	2009-06-18	2009	C	USD	89200000
fe152d90-2c85-4779-b79b-d58c75ea910e	P095250	06/07/07	2007-06-07	2007	C	USD	17000000
b7c0f042-c3f0-4115-aa4d-2130bc65a038	P100968	05/19/09	2009-05-19	2009	C	USD	80000000
06c96b62-7da2-420d-9549-d2b19f38ec1b	P082221	06/26/03	2003-06-26	2003	C	USD	5000000
1e0221a7-fa2a-4344-bf3d-8dcd40fecd6e	P090303	10/27/05	2005-10-27	2005	C	USD	30000000
6f79da92-d0eb-40f0-b688-c0db9a6a9b62	P096594	12/15/05	2005-12-15	2005	C	USD	400000000
8195f861-08be-40eb-9b62-6010fb14be9a	P122222	12/19/11	2011-12-19	2011	C	USD	560600000
277439a0-2d89-4d50-89fa-6e8073dc73c5	P100580	04/07/09	2009-04-07	2009	C	USD	400000000
cca9b88c-10a7-4650-9815-895c4f48eb9b	P110943	06/26/08	2008-06-26	2008	C	USD	17200000
c156c7ee-fef1-429e-b590-052539b7829a	P122096	09/09/10	2010-09-09	2010	C	USD	220000000
881dfaf8-edcf-4b07-bf10-cca46955040a	P107636	09/11/08	2008-09-11	2008	C	USD	15000000
d0fcb402-6b87-4b14-b325-a39fb86cbc2d	P083110	12/05/06	2006-12-05	2006	C	USD	19000000
d63610b7-c921-4d90-9bdd-02760b681cc7	P101218	01/24/08	2008-01-24	2008	C	USD	15370000
cd54e4f8-d2d3-4310-8e5e-99461503597c	P117510	12/09/10	2010-12-09	2010	C	USD	25000000
f260b7b7-6e56-45ec-9b02-fe70c9cfc688	P106605	08/05/10	2010-08-05	2010	C	USD	23000000
5dcb076f-87b6-4d38-a57e-49eb6c245a14	P104716	07/31/07	2007-07-31	2007	C	USD	37000000
8528ad35-8cc2-4887-8c40-4088458bad05	P065471	04/25/00	2000-04-25	2000	C	USD	251270000
8ddc5d0d-3b37-4512-91d9-049ca2a13292	P104985	06/17/08	2008-06-17	2008	C	USD	74500000
56dd3ac3-5e83-42fc-be7e-f73b50c8e4c9	P106580	06/28/07	2007-06-28	2007	C	USD	2000000
da8c3f2f-50e9-40f9-82bd-cde67ab49aea	P105424	12/18/07	2007-12-18	2007	C	USD	10000000
722e9533-131a-49f4-b89e-e77e0d55a932	P105683	06/14/07	2007-06-14	2007	C	USD	5000000
d85a4c13-b884-4cf4-b6dd-39adda6519fc	P098531	08/03/06	2006-08-03	2006	C	USD	6000000
e4e8b413-f89b-441c-9007-35226425e3f0	P057996	01/27/00	2000-01-27	2000	C	USD	28500000
87849b56-0258-45a5-b337-f19607a683a8	P113176	03/30/09	2009-03-30	2009	C	USD	5000000
f0682153-c8f1-44d9-bbbd-f9fb52c55687	P085708	09/09/04	2004-09-09	2004	C	USD	29900000
3c82c890-172e-43fb-8745-40044e874d89	P099841	06/09/06	2006-06-09	2006	C	USD	8000000
484d85c7-1648-455c-a227-8ca4513956ac	P111512	07/07/09	2009-07-07	2009	C	USD	8100000
9c1ce5c0-62a0-4533-a128-b40bd79365f1	P071316	05/25/04	2004-05-25	2004	C	USD	56200000
e287ff52-bdf8-456e-b9ad-31663e4d68e2	P083353	07/08/04	2004-07-08	2004	C	USD	20000000
8c4305dd-9e85-4236-9767-0975aca0db0e	P113489	06/23/09	2009-06-23	2009	C	USD	24000000
5b2c777c-d7aa-42bd-8d82-f69d2b7317dd	P075207	05/25/04	2004-05-25	2004	C	USD	55000000
15493753-3e08-428e-bfeb-e7f4db32518f	P082627	03/10/05	2005-03-10	2005	C	USD	105000000
29cbeb7a-4abe-4bf7-a030-b4149dc480b6	P083780	07/05/05	2005-07-05	2005	C	USD	300000000
e7d5c6d4-4886-420a-bfed-f51b45124e31	P081161	06/21/05	2005-06-21	2005	C	USD	180000000
e64d7544-ad95-42c4-a737-7b6778f8e757	P081969	06/08/04	2004-06-08	2004	C	USD	250000000
f9335762-9b95-471f-8ec9-6603174b427a	P100304	12/20/11	2011-12-20	2011	C	USD	152000000
0cc6a059-b12a-4b92-848f-06e4fc7043bc	P091723	05/29/07	2007-05-29	2007	C	USD	20000000
dbbcd3f1-0c94-41da-b2df-ebf0edd20976	P088867	06/30/05	2005-06-30	2005	C	USD	21000000
a5cc5a4f-5940-4c25-a065-d823b11ca062	P075531	04/27/06	2006-04-27	2006	C	USD	10000000
4c676226-7dec-4499-af24-1aaea1e8a4ae	P120313	05/25/10	2010-05-25	2010	C	USD	200000000
11e55da6-5253-4463-a53e-571c60fb24f9	P096198	06/19/07	2007-06-19	2007	C	USD	10000000
f7bacbff-c633-43f3-94ec-9423729095cc	P066386	07/08/04	2004-07-08	2004	C	USD	20000000
7e73ec39-2f94-4081-937c-a8c7d8c74d1f	P102508	08/05/08	2008-08-05	2008	C	USD	30000000
32c978df-b7e3-439f-b4ab-40ae2319a663	P081704	07/05/05	2005-07-05	2005	C	USD	46400000
1fda2453-15e7-4dec-adac-275d8a147029	P110173	04/02/09	2009-04-02	2009	C	USD	80000000
ece6178f-ab49-4ede-8cde-38db11857e4d	P102792	04/26/07	2007-04-26	2007	C	USD	37310000
abbba24c-1dd7-4b41-8952-8e2ec450ff61	P065463	11/20/03	2003-11-20	2003	C	USD	100000000
0e0b2246-d491-4fca-8a8d-5d00e0fbd9e7	P050655	03/11/04	2004-03-11	2004	C	USD	89000000
39aea0e9-2969-4c73-b847-78919fccdbba	P092353	06/21/07	2007-06-21	2007	C	USD	100000000
37c3585c-dab3-4283-b9c0-2e6fcafa5cfe	P106765	09/30/08	2008-09-30	2008	C	USD	240000000
302f3cf0-8227-4e3c-9496-bb3dea67244b	P117924	01/20/11	2011-01-20	2011	C	USD	215000000
c7bd0f13-8102-48de-b3af-e6cbe3a4adb4	P091695	08/04/05	2005-08-04	2005	C	USD	25000000
7833e012-8df8-45bf-8d25-f1b05d1a08b0	P098850	02/16/06	2006-02-16	2006	C	USD	5000000
1774168a-dd54-46d7-a9c1-73460e4057fe	P070286	07/12/01	2001-07-12	2001	C	USD	600000000
57e28f5c-f406-4465-93e8-b03545a46f1e	P110618	05/29/08	2008-05-29	2008	C	USD	175000000
67a9d959-49ad-4246-8fb1-5c5319dd8f86	P087470	06/08/04	2004-06-08	2004	C	USD	5000000
14da658b-420a-42fd-954f-945059ef1144	P091475	08/01/06	2006-08-01	2006	C	USD	60000000
4fd05445-fa49-4b31-890e-e60f68522e17	P074938	05/17/05	2005-05-17	2005	C	USD	20000000
f6f1d0e2-82fe-40fe-b406-38f00658c668	P075758	03/13/03	2003-03-13	2003	C	USD	40000000
f32414c0-f760-47dc-98b8-5005ded9212d	P071113	06/26/01	2001-06-26	2001	C	USD	20000000
bda6151c-30c6-4fac-9230-c83d24f6e1ea	P066490	07/31/01	2001-07-31	2001	C	USD	15000000
3ef0905f-2e88-4747-ae4e-0359b2a0f1d2	P070291	07/06/01	2001-07-06	2001	C	USD	90300000
7fec98ba-f5fb-4955-8be9-ed6e3c56f7f1	P049296	01/20/00	2000-01-20	2000	C	USD	20900000
c5bde4a9-2a01-4878-b699-f798ae77d22d	P049878	08/29/02	2002-08-29	2002	C	USD	120000000
adac4b7c-4ac7-40a3-9807-4250cc7195c8	P102459	04/07/11	2011-04-07	2011	C	USD	115000000
fb46c740-455b-43c9-8bb0-06c31b982a86	P111863	04/07/09	2009-04-07	2009	C	USD	30000000
8ffc4a0b-2c34-47e8-85c2-fa88a7103d33	P070374	11/08/01	2001-11-08	2001	C	USD	5000000
155cd804-c115-496f-8e06-a04273fd82cc	P083949	12/07/04	2004-12-07	2004	C	USD	100000000
f1c28531-397f-4bab-a0c6-c3ac0faa1d52	P064558	07/27/04	2004-07-27	2004	C	USD	35000000
41b620b4-a55e-4d2c-a6bf-d2278238974a	P078088	11/25/03	2003-11-25	2003	C	USD	200000000
df766388-0434-48aa-b1da-1641eaa2150b	P108489	06/01/10	2010-06-01	2010	C	USD	107000000
160f24ed-b556-49fb-b8ce-68c3f4aded44	P008860	05/21/02	2002-05-21	2002	C	USD	13800000
986f893b-8c8e-458c-ac5c-53a6e1f37d9c	P073367	06/17/03	2003-06-17	2003	C	USD	20000000
8b10154a-6877-4216-8c4e-9d9a88bb29c7	P008791	09/16/04	2004-09-16	2004	C	USD	150000000
afbd4454-ed9c-48de-bed5-8a14588bfd8e	P089259	07/06/06	2006-07-06	2006	C	USD	20000000
514b881d-ef36-41be-ba6f-0454305d58bb	P077328	06/09/05	2005-06-09	2005	C	USD	184700000
9aa0cdcd-5376-430a-896c-0636d6f93143	P114348	03/22/11	2011-03-22	2011	C	USD	150000000
1b952910-9738-4476-bbf8-5d7af4eb75e2	P109196	04/14/09	2009-04-14	2009	C	USD	115000000
80392acf-70b1-4550-b12e-363817f01a56	P104164	07/05/11	2011-07-05	2011	C	USD	1000000000
c80943c3-a4c2-46d2-8405-62a18310c75c	P114847	06/17/10	2010-06-17	2010	C	USD	50000000
2efe0d3a-651b-4295-bb30-8659077b423e	P122738	10/18/11	2011-10-18	2011	C	USD	66000000
9d6ba04c-6aa1-4921-898d-44f4eb0784c0	P118196	06/07/11	2011-06-07	2011	C	USD	16000000
74f5ec68-044f-489c-8cd5-a2871232eff1	P117087	12/15/09	2009-12-15	2009	C	USD	2300000
ba19525f-7839-4af5-bad7-fcd7b84b5d43	P119939	03/15/11	2011-03-15	2011	C	USD	110000000
b2fa708b-9848-4281-80ff-f584400bc37b	P124278	06/02/11	2011-06-02	2011	C	USD	23800000
ce8e50ef-b72e-48dd-bb8f-224162ac279e	P117608	06/17/10	2010-06-17	2010	C	USD	10000000
aee4111d-07d5-40f5-9eae-03bc2bf3a7cd	P124511	06/30/11	2011-06-30	2011	C	USD	120000000
baa1009d-20f0-4c2f-a41b-57ff71a4fbb2	P095593	06/28/07	2007-06-28	2007	C	USD	2500000
bff6e6fb-2c83-4338-96d3-942bde424d11	P099738	06/15/06	2006-06-15	2006	C	USD	98000000
edde68b6-6614-46bd-8c99-c08b993d0651	P108768	06/26/08	2008-06-26	2008	C	USD	9300000
38c80f66-1d1d-4a08-9c09-00e67813c65c	P066259	06/13/02	2002-06-13	2002	C	USD	404040000
c9613c4e-0696-40ea-a666-814dd6aaed11	P085727	03/03/06	2006-03-03	2006	C	USD	80000000
94618322-7120-4281-bbc9-46cd34aa40ca	P119917	12/20/11	2011-12-20	2011	C	USD	28900000
4cadbd4d-8b53-4ebd-9ee9-6011eada96c2	P101852	07/03/07	2007-07-03	2007	C	USD	15000000
326686e1-ce37-47a3-b870-8d66ad686163	P072539	03/14/02	2002-03-14	2002	C	USD	255000000
50a2c515-fb9e-4139-a120-39482d564b56	P073113	03/14/02	2002-03-14	2002	C	USD	250000000
14d42465-0369-4751-a33b-e7315f5858e8	P086661	06/17/04	2004-06-17	2004	C	USD	40000000
bea89014-7b19-4c05-bf26-05f5f8b6f323	P106235	05/24/11	2011-05-24	2011	C	USD	613500000
f1338976-3b6d-4cef-b729-b12520568fc5	P115743	02/24/09	2009-02-24	2009	C	USD	8000000
7d171c17-794a-4f8a-b2b9-5a72ab831ca0	P115647	11/30/10	2010-11-30	2010	C	USD	24000000
d924d3e0-edc5-4f2b-80d0-9e6691c40aae	P093988	12/02/08	2008-12-02	2008	C	USD	149000000
9a643d8f-1bee-490e-b2c8-3af701b7520f	P097974	05/13/08	2008-05-13	2008	C	USD	50000000
c8908cfd-76ad-4ad8-92eb-4e4b2e12c039	P099043	12/01/05	2005-12-01	2005	C	USD	10000000
9c74a4d7-03ba-44f4-9881-1b6599054666	P073977	05/03/05	2005-05-03	2005	C	USD	120000000
5c570713-66e6-4b90-8ace-814e08ea9ea5	P058706	02/26/02	2002-02-26	2002	C	USD	31100000
a124384c-8644-491f-83d2-401c40ecdbeb	P064961	01/23/01	2001-01-23	2001	C	USD	40000000
6d37da1e-76cc-4650-b47d-f8421e99f6d6	P096336	05/24/07	2007-05-24	2007	C	USD	50000000
675b1f6a-fde5-42ef-88f5-b279802d99c9	P116166	03/25/10	2010-03-25	2010	C	USD	12000000
f53b348b-cbf0-4da4-b7e6-9bdf0ceba7e0	P073507	02/07/02	2002-02-07	2002	C	USD	7000000
54b72deb-52fd-4af8-a8fa-11267b4636b9	P107484	06/21/11	2011-06-21	2011	C	USD	42000000
ded09a19-4d84-4821-b67c-171e4340d4da	P044674	11/22/00	2000-11-22	2000	C	USD	90000000
6e3ba52a-9d77-4c14-bf3f-01f931664fde	P096648	01/15/09	2009-01-15	2009	C	USD	150000000
497ab2e0-9a03-4d01-b9c0-cf349e5fe715	P101369	03/25/10	2010-03-25	2010	C	USD	100000000
592b44ee-6a66-48c6-af55-f940e75d43f4	P074106	03/27/07	2007-03-27	2007	C	USD	86000000
1ba5b51b-a155-4cae-bde7-92433032d60a	P116187	10/29/09	2009-10-29	2009	C	USD	24000000
9b47604a-a549-4858-b9c5-8f7c3f3c1b91	P121193	05/27/10	2010-05-27	2010	C	USD	12000000
f6b2930a-60c1-4086-8caa-2a030f364d63	P079675	03/14/06	2006-03-14	2006	C	USD	216000000
6834ad96-7f66-4564-a9a0-40452f0f6442	P106622	05/13/08	2008-05-13	2008	C	USD	10000000
76d5c174-2a06-4281-b924-fbeb45634d66	P088499	06/10/04	2004-06-10	2004	C	USD	6750000
32beade3-d315-49d0-8363-c4abe54731ab	P098078	07/06/10	2010-07-06	2010	C	USD	200000000
453eb08e-df88-4bde-89e7-33091fd85ee8	P117314	12/09/10	2010-12-09	2010	C	USD	30000000
8255c49e-e14b-40fd-8eab-29bc72f8e62a	P074091	06/29/10	2010-06-29	2010	C	USD	100000000
17e07dbd-b755-4932-a6dd-a76d84ed1d3f	P073002	09/09/03	2003-09-09	2003	C	USD	100000000
bf700f96-3876-4be2-ad44-513a0037b4c8	P104694	06/23/09	2009-06-23	2009	C	USD	50000000
fa77b93d-6bd7-4309-9253-3bbdbecf23ec	P083720	10/07/03	2003-10-07	2003	C	USD	22000000
f324a783-f275-4dbc-bb2a-860040bd57e6	P073525	12/14/01	2001-12-14	2001	C	USD	17000000
cbc60856-62a0-4e2c-bf1d-4214df1155fb	P089297	09/11/07	2007-09-11	2007	C	USD	3200000
f477116a-14f2-4ceb-91a5-7a43344b74db	P124264	03/17/11	2011-03-17	2011	C	USD	60000000
71ccf0c9-81aa-4d52-b323-d12487489813	P078523	07/06/04	2004-07-06	2004	C	USD	15600000
e0a8eea6-dd90-45e5-bdde-460c503dd84b	P119781	12/20/10	2010-12-20	2010	C	USD	138600000
cbfe6a5b-1e88-4b62-9e59-b7ccedbb02a2	P108583	02/25/09	2009-02-25	2009	C	USD	16000000
35502ba3-8ab0-4bbd-9746-ca676943786f	P066998	09/16/04	2004-09-16	2004	C	USD	23000000
e4fd0c91-826e-448d-b5e7-295f61bd3bb5	P109209	06/26/08	2008-06-26	2008	C	USD	40000000
971a6f5c-d31e-42a5-90eb-6b8710dc8280	P070305	06/01/00	2000-06-01	2000	C	USD	5600000
5ffd1f0e-7a9b-45ba-9af8-862cec470306	P082516	03/26/04	2004-03-26	2004	C	USD	102000000
c76a5d6d-6683-4e60-aae7-5c760941929e	P040555	08/01/02	2002-08-01	2002	C	USD	20300000
c8b116ae-6938-44ce-bc00-94b961c29abe	P090673	03/28/06	2006-03-28	2006	C	USD	15000000
04fb51d0-1a49-43dc-9166-b05c111f4f1d	P100789	04/19/07	2007-04-19	2007	C	USD	189000000
a1f54e66-01bc-4414-a988-1464eef69856	P050653	12/18/01	2001-12-18	2001	C	USD	151600000
