transaction_id	project_id	transaction_original_date	transaction_isodate	transaction_year	transaction_value_code	transaction_currency	transaction_value
f1fb3884-c9c9-461a-9925-e0e4c7e3f23f	P104456	06/24/08	2008-06-24	2008	C	USD	65000000
d4461ccb-c0cf-469a-91e5-67baedb42025	P100935	01/11/07	2007-01-11	2007	C	USD	8000000
f92efc15-8253-45b1-bcb0-2390aa19883e	P110191	12/09/08	2008-12-09	2008	C	USD	750000000
392ddcc3-6845-4af9-ae6d-acfce337e81b	P084302	09/18/07	2007-09-18	2007	C	USD	150200000
d3d6dc00-71f8-4e54-9053-2f26115d80e7	P057416	02/14/01	2001-02-14	2001	C	USD	5000000
7a5d96c3-eb56-476b-b7e6-410b81c1f3c0	P078997	05/20/04	2004-05-20	2004	C	USD	61140000
a387a862-3e23-46c1-b138-77ef306a51dd	P082523	07/28/05	2005-07-28	2005	C	USD	8000000
6cd87073-4ac2-4d8f-bf4d-4260212feec3	P113451	05/19/09	2009-05-19	2009	C	USD	65000000
bac065bd-a4ee-4fda-86fe-3273b62e132d	P110643	06/11/09	2009-06-11	2009	C	USD	800000000
48e0fc23-11aa-45b8-b5ba-e182edc05c9f	P074132	05/22/07	2007-05-22	2007	C	USD	180000000
746e902e-0c0c-4263-86fe-7211c412096a	P083908	06/22/04	2004-06-22	2004	C	USD	105000000
5dc46e68-ca95-4b18-a45d-9fa3a42c8754	P074841	04/28/05	2005-04-28	2005	C	USD	300000000
d377d418-cd4f-4961-a353-97d5b278bf89	P075199	08/02/01	2001-08-02	2001	C	USD	8300000
2bc5830d-9920-48bc-a9e5-244f3b017506	P042400	12/14/00	2000-12-14	2000	C	USD	50310000
ac8ebd62-543d-4c04-870d-8cfd00e27d35	P073321	12/22/00	2000-12-22	2000	C	USD	30400000
3f95c33b-5aa6-4ae8-907e-2212390fea2b	P121104	07/06/10	2010-07-06	2010	C	USD	12000000
59bcf07e-e586-4730-93da-f464da665fa5	P120872	12/09/10	2010-12-09	2010	C	USD	30000000
23b7a393-f0f5-4f35-9290-d072363d6741	P073329	12/22/00	2000-12-22	2000	C	USD	12200000
20240fb9-2c2b-41cc-a836-40a6cfa0076a	P052037	03/20/01	2001-03-20	2001	C	USD	166340000
ef3fa4be-dc4c-4dfd-acf4-641917d089ab	P112869	05/12/09	2009-05-12	2009	C	USD	75000000
d8d5d6d6-c304-4831-b971-6f32646c7220	P117740	06/23/10	2010-06-23	2010	C	USD	42000000
e7ccfef0-1fa7-4cef-916e-d72e24c13a22	P120540	06/23/10	2010-06-23	2010	C	USD	26510000
e49a1b3a-33c6-46f9-b6e2-aa637161ab8d	P090346	07/01/05	2005-07-01	2005	C	USD	100000000
235bc6f9-e74a-43a5-a98a-bb915a577093	P098256	05/25/06	2006-05-25	2006	C	USD	20000000
f18f107b-19d3-4deb-84e2-5ba3ec9ccfe3	P100667	04/29/08	2008-04-29	2008	C	USD	300000000
5e20c5c3-f0cc-4e73-928c-671a533502f6	P123374	05/19/11	2011-05-19	2011	C	USD	4200000
9b9893d1-2a65-4858-be2e-cb89edcc6c3d	P086886	12/15/05	2005-12-15	2005	C	USD	25000000
0dd1f1f2-5b49-4dab-af5b-4d6050f3c752	P111592	02/25/10	2010-02-25	2010	C	USD	40000000
2537dba0-b694-4bc8-a722-f15f1adea9c9	P094007	05/02/06	2006-05-02	2006	C	USD	60000000
9263a75c-6749-418d-937b-f956a6b8de05	P086169	12/01/05	2005-12-01	2005	C	USD	10500000
34d32f4f-0e80-4dbc-9b92-0f97608a990f	P043311	05/22/03	2003-05-22	2003	C	USD	75600000
6d3f6f3c-16d7-4d34-b47e-0ae846202f1e	P120723	10/14/10	2010-10-14	2010	C	USD	15000000
97871a14-216a-49aa-bafe-a97ed2f1e284	P091297	08/14/07	2007-08-14	2007	C	USD	15000000
1021f8cc-7e9e-4751-ae95-fecf2d024614	P088837	06/19/08	2008-06-19	2008	C	USD	400000000
58f4a3b9-412c-48c3-aab5-cc410dfd16f3	P069055	05/15/03	2003-05-15	2003	C	USD	20000000
50071195-bda7-49df-9a28-197234b47d81	P006553	07/09/09	2009-07-09	2009	C	USD	104000000
1a0be669-c203-4781-bd66-e8da653ef603	P094917	06/29/06	2006-06-29	2006	C	USD	60000000
c26207d1-36f7-47b8-9152-01cdc729d5a8	P087860	05/25/06	2006-05-25	2006	C	USD	40000000
f6cbafd3-37e9-4d81-8936-539cfdef3f86	P098151	05/12/09	2009-05-12	2009	C	USD	62200000
75fa3039-994d-450c-8c15-d0813417871e	P101473	04/24/07	2007-04-24	2007	C	USD	100000000
ad819006-85ca-41d0-8cae-0a77a23aec70	P082908	04/17/08	2008-04-17	2008	C	USD	40000000
1300cacd-c811-4398-a4a9-93afc57c32a0	P079259	12/02/03	2003-12-02	2003	C	USD	4000000
97e63160-853e-47f0-9d11-4a967a611d38	P096021	10/15/09	2009-10-15	2009	C	USD	320000000
89351e44-2db6-4bd0-8761-9acd1e0f4cfb	P079161	06/10/03	2003-06-10	2003	C	USD	3750000
e9955a10-24d1-4f7e-8b11-ddf1d921237c	P123461	12/06/11	2011-12-06	2011	C	USD	10000000
9f605077-afb2-42ce-aac1-31a00ea622f4	P093991	07/18/06	2006-07-18	2006	C	USD	35000000
e50b4a3c-d054-487f-8a6d-bf14d5bf10e2	P093963	01/08/08	2008-01-08	2008	C	USD	100000000
089ee695-1e21-4c2f-85b7-0412dd652d5f	P118157	02/25/10	2010-02-25	2010	C	USD	5000000
bd355a54-b039-4fc3-95c2-14ccec269198	P079335	04/24/03	2003-04-24	2003	C	USD	35000000
d5405c5e-a88d-423f-9b47-384d2692b44a	P098583	03/07/06	2006-03-07	2006	C	USD	5700000
f67dd806-de42-4c79-9599-9b8e9e3793ff	P049265	04/24/03	2003-04-24	2003	C	USD	46000000
ca0a0642-aedf-4ef6-95f5-12283a9e5d4f	P121056	06/11/10	2010-06-11	2010	C	USD	7000000
3861c131-a243-4570-8f46-45613f45f0f1	P077417	04/04/02	2002-04-04	2002	C	USD	10000000
b51ab2f8-9263-46c2-911e-824fab3954fa	P109333	11/18/08	2008-11-18	2008	C	USD	7500000
b3aed86d-05ce-4888-86e2-b469406e2a17	P116215	10/14/10	2010-10-14	2010	C	USD	100000000
06aeb5f0-281b-49d0-8f0d-a5f13a53cff3	P070146	06/20/00	2000-06-20	2000	C	USD	15000000
94b23f8a-3f3a-4671-8d7f-cecf8ca8ec84	P097635	10/12/06	2006-10-12	2006	C	USD	8500000
d8d1e4eb-d6d5-42a2-bcf7-df459e96bccc	P050294	12/21/00	2000-12-21	2000	C	USD	55100000
680c7e66-7e2b-45ea-9440-339230677a65	P113495	05/21/09	2009-05-21	2009	C	USD	200000000
c6a86d66-84dc-40e4-85bd-f1a85926af2a	P102288	12/07/06	2006-12-07	2006	C	USD	120000000
5b86662d-b5d9-451e-9d71-46d54d816090	P101322	03/13/08	2008-03-13	2008	C	USD	1860000
50100d69-c56a-4e34-91c6-1c9867ca1a17	P009127	06/19/03	2003-06-19	2003	C	USD	60000000
57935b0d-f2c7-4bdb-b34c-3f40e858f03c	P105729	04/22/08	2008-04-22	2008	C	USD	50000000
fae6ed2f-9c83-40e7-971e-598edb6f0753	P101171	07/10/08	2008-07-10	2008	C	USD	20000000
7bcc01fe-e551-4298-a43f-8e4f5125dd73	P127949	09/15/11	2011-09-15	2011	C	USD	30000000
1006a2c6-0a72-4d96-a5c1-819129bc0c4d	P110538	09/24/09	2009-09-24	2009	C	USD	65540000
4e1a1554-957c-4971-b9e0-d189e4c3beae	P108885	09/23/08	2008-09-23	2008	C	USD	59800000
988fe1a7-ec4f-455d-84c2-e70d6f027a75	P108440	06/18/09	2009-06-18	2009	C	USD	120000000
b4149737-f24e-4ec8-9226-665908930ef7	P110481	06/30/08	2008-06-30	2008	C	USD	35300000
231c1c4f-d4a3-495c-a183-58215bb8014d	P051418	01/20/00	2000-01-20	2000	C	USD	9500000
1f69cd7c-d1e8-49b7-8bae-36e50161a2d3	P051370	09/09/04	2004-09-09	2004	C	USD	40000000
bc2c57e8-1f55-406d-baf2-9b94407a98a7	P073883	03/26/02	2002-03-26	2002	C	USD	15000000
e2188672-6544-413c-b2cc-088ada08c1f0	P120198	12/20/10	2010-12-20	2010	C	USD	400000000
f9eb7981-0e10-476b-9efb-43f4c6fa48da	P120285	03/22/11	2011-03-22	2011	C	USD	10000000
1085a6fd-34f6-486a-9728-4f04bd81c880	P111018	09/04/08	2008-09-04	2008	C	USD	35000000
cbcd3948-4106-4ef8-9946-a580291d9372	P081712	06/26/07	2007-06-26	2007	C	USD	80000000
828bcf60-ac87-475f-a300-0c294b4ce0fd	P105024	05/13/08	2008-05-13	2008	C	USD	40000000
61ae3603-0bed-4496-b602-a7ec74462384	P008797	06/27/00	2000-06-27	2000	C	USD	40000000
e158001f-b965-4e68-b3c3-ff57e9b4b677	P057394	02/28/02	2002-02-28	2002	C	USD	16000000
b78f9503-0280-4d0e-8fb2-f58f24e6a882	P107473	04/21/09	2009-04-21	2009	C	USD	15700000
61e0daae-e268-48fb-9a4b-b676e8c834e1	P090872	04/22/08	2008-04-22	2008	C	USD	60000000
3a05aa88-5fd0-4c2b-8b07-860029d81702	P093882	05/27/08	2008-05-27	2008	C	USD	50000000
50d2e8c5-997b-4966-aa0b-9f0e7a00727a	P081776	03/21/07	2007-03-21	2007	C	USD	96000000
59759669-85fc-4624-8e3e-a3e1e6621b80	P120622	03/10/11	2011-03-10	2011	C	USD	480000000
1c4fba94-0b75-4805-a983-785fccb53a72	P117152	11/10/09	2009-11-10	2009	C	USD	30000000
b51af5a1-5064-4bf6-aece-5254b4d1af50	P087843	07/06/04	2004-07-06	2004	C	USD	5000000
418f6199-baa5-4b64-a609-2694e416a1b0	P062840	01/27/00	2000-01-27	2000	C	USD	17500000
864d3ab7-7795-4325-9470-0cb8f66fc5e4	P077738	05/24/05	2005-05-24	2005	C	USD	86590000
091bc5b7-4175-4f0f-a757-38563b3afb9e	P117293	04/07/11	2011-04-07	2011	C	USD	54500000
b6aadf65-5b4e-4716-b16d-3ac62adcabb6	P081172	05/20/03	2003-05-20	2003	C	USD	12000000
c2cbfc09-2357-47d3-b6f4-a847520483eb	P104525	06/24/08	2008-06-24	2008	C	USD	25000000
8b883969-4385-4926-b635-159ad6506e5e	P080802	06/03/03	2003-06-03	2003	C	USD	180000000
d47ebc3d-c7a9-4c1a-bc41-f104dbd287d9	P082812	03/14/06	2006-03-14	2006	C	USD	25000000
a58f35d7-b65c-4732-a69b-6a7dc9861986	P077368	08/01/02	2002-08-01	2002	C	USD	19410000
d7d715fd-4ada-4341-893d-aef33d8fa4b3	P082878	12/29/03	2003-12-29	2003	C	USD	3000000
f5f79de6-99ac-4800-9873-a76472f2a1e1	P044748	06/05/01	2001-06-05	2001	C	USD	22600000
5ea5569e-2d78-48c9-bd48-fc551598d43e	P117656	05/10/11	2011-05-10	2011	C	USD	300000000
5c6df23c-da7f-4ab1-8917-207116a386a1	P077749	11/30/04	2004-11-30	2004	C	USD	130000000
e2266584-6f1c-44d3-96b4-9f5e811240d9	P065437	07/09/02	2002-07-09	2002	C	USD	27000000
4073fb9b-eeae-406a-9a24-fa4c08076b38	P078053	03/28/03	2003-03-28	2003	C	USD	55000000
3b58c3d4-e687-4bd6-9bb5-59de8540ee77	P045049	04/11/00	2000-04-11	2000	C	USD	111000000
95c54014-f669-4942-8011-a350f68c4464	P078387	04/29/04	2004-04-29	2004	C	USD	122000000
e4816e9e-0706-4d39-94cd-0d9aaa6b1da4	P083313	11/02/06	2006-11-02	2006	C	USD	30000000
c83727cd-75df-499f-bc98-232be0306353	P119227	11/19/09	2009-11-19	2009	C	USD	4000000
6e636950-b216-42f2-93fc-eac35fad699b	P094539	03/08/07	2007-03-08	2007	C	USD	14200000
d449aef9-3117-428b-bb56-23985cba73d3	P057665	03/14/02	2002-03-14	2002	C	USD	68000000
2b443cf8-f54a-4ad2-9260-9e30d3c361e3	P098378	03/27/07	2007-03-27	2007	C	USD	74000000
c37c9706-2663-4ed0-8d94-695cdef884c4	P089566	04/21/05	2005-04-21	2005	C	USD	10000000
c8a29edc-d97a-49cb-a784-163dac8d308a	P075407	02/21/06	2006-02-21	2006	C	USD	106250000
f284ee46-7fe8-4507-945b-041791d16f04	P065725	05/16/00	2000-05-16	2000	C	USD	25000000
4f5c0d4a-c1d8-4119-a3df-b21d16f79e7c	P069570	10/23/03	2003-10-23	2003	C	USD	65000000
8fad2281-0794-4d91-b8ac-976c14f338ac	P123255	05/03/11	2011-05-03	2011	C	USD	100000000
186e3354-9f5b-48c3-a23d-e2124da11762	P113134	12/16/08	2008-12-16	2008	C	USD	40000000
1232d403-1627-4067-ad5f-21d898a37d59	P069909	11/02/00	2000-11-02	2000	C	USD	7500000
1ffedc8a-8db6-4a4e-9118-281cd6ee94c2	P008530	08/01/00	2000-08-01	2000	C	USD	36160000
3204b30b-7ac3-43bb-82ce-1bcc6c4c0b28	P068808	12/20/01	2001-12-20	2001	C	USD	20000000
fac1ebce-d124-4ed8-8432-960cea13a1fc	P078613	05/11/04	2004-05-11	2004	C	USD	25120000
f4f12bd0-5177-4b4d-ae9b-9cb370f9aebf	P069568	09/14/00	2000-09-14	2000	C	USD	35000000
d59a1f99-5ac8-4a70-b23a-5500a2071b5b	P090194	01/27/05	2005-01-27	2005	C	USD	25000000
2d937f8b-ab24-4dbc-85c0-947008472f7d	P102333	06/07/07	2007-06-07	2007	C	USD	100000000
759a571d-5efd-4236-982d-e8d5555ecc88	P057929	07/06/04	2004-07-06	2004	C	USD	50000000
b4c7719a-4f87-4e57-8917-f9d3df3942a6	P079226	06/14/05	2005-06-14	2005	C	USD	10000000
3ec5dd28-2ac8-40e8-b927-30b93f96f317	P098959	01/24/06	2006-01-24	2006	C	USD	7000000
9257c4f4-1861-42e5-87fe-82d60ee6975b	P072106	08/23/01	2001-08-23	2001	C	USD	45000000
7fa19457-a5b2-40ae-9aa2-dcd45fc86a16	P100327	12/19/06	2006-12-19	2006	C	USD	600000000
a002717e-688a-496e-83bc-ac56385b14d8	P090867	12/18/07	2007-12-18	2007	C	USD	55000000
c1444c06-41b5-456b-9aaa-a6fc9d0e5f9c	P074503	01/20/04	2004-01-20	2004	C	USD	19000000
4d1d35f0-7872-4535-ab03-e19ef8f699ee	P124088	04/21/11	2011-04-21	2011	C	USD	65000000
5898dece-ca22-4610-b455-6762bda2c404	P073316	07/31/01	2001-07-31	2001	C	USD	37670000
2fee3149-6b69-4661-aa11-831471039c81	P121060	09/30/10	2010-09-30	2010	C	USD	39000000
8a5f84ab-73f5-4c0b-8103-373daa55725b	P112346	09/24/09	2009-09-24	2009	C	USD	300000000
ce4ffaea-bcc0-40a4-b9ea-282187a3423b	P113496	04/06/10	2010-04-06	2010	C	USD	65269999
db5ac403-53a0-4fee-adfd-ef931bd9bca3	P088642	10/27/05	2005-10-27	2005	C	USD	21000000
75ccdc09-1604-47d9-86e1-213eb0571927	P125677	06/28/11	2011-06-28	2011	C	USD	30000000
3453c873-c8cf-4df2-9f27-6574fc5ea586	P010505	04/25/00	2000-04-25	2000	C	USD	100480000
00f3226f-ec4c-4c57-aca2-f502a7dba47a	P106851	05/29/08	2008-05-29	2008	C	USD	40000000
9ec3ebf0-773a-4ee9-b2cb-e6b29f381a88	P075016	05/02/02	2002-05-02	2002	C	USD	4500000
1ee3696c-5b1d-411f-a267-fb94e65c25f7	P094321	03/29/06	2006-03-29	2006	C	USD	30000000
e06e9a03-6df1-4dfe-bcc5-3d8ba6f6f69a	P088877	06/15/06	2006-06-15	2006	C	USD	500000000
eae651bd-bd41-4e6a-b96c-e4a5591edeca	P071033	04/25/02	2002-04-25	2002	C	USD	98900000
8e6ef029-c07b-43a6-b620-2f7123c36734	P067986	12/04/01	2001-12-04	2001	C	USD	142600000
485864d9-c58f-488e-b30c-df170dfab222	P069207	09/09/04	2004-09-09	2004	C	USD	20000000
d75a7638-7da8-412e-a0ab-f8f706164751	P108178	07/15/08	2008-07-15	2008	C	USD	5850000
b92cff47-a006-47c1-9b7c-08e8f0ca22c2	P119882	06/15/10	2010-06-15	2010	C	USD	150000000
a019a2c8-e65b-4835-946c-1d1885aea291	P124486	06/02/11	2011-06-02	2011	C	USD	120000000
b9849b2d-789a-47c2-b733-90d6a6d5aa6c	P071612	04/04/03	2003-04-04	2003	C	USD	25000000
05c81272-5548-430d-84dc-477c1c05efc6	P068069	06/25/02	2002-06-25	2002	C	USD	17000000
9d8f37fc-fa68-4e40-8604-31e9b86c10a6	P105715	07/26/07	2007-07-26	2007	C	USD	36250000
134cecd7-8a90-422b-b08c-3a3fd092af5b	P095460	11/14/06	2006-11-14	2006	C	USD	100000000
f13f6e54-cab7-4cb4-be0e-f73251174eb8	P105256	06/24/08	2008-06-24	2008	C	USD	32000000
28d7aff6-f179-404a-b31c-a988b2c266f1	P114912	09/30/08	2008-09-30	2008	C	USD	14300000
fd7e2a32-da54-4d9d-a34c-c6e37238959a	P094967	03/21/07	2007-03-21	2007	C	USD	150000000
a5634a39-1979-42d5-bc43-ee050ef4ac54	P106855	12/16/08	2008-12-16	2008	C	USD	50000000
c8ee19cb-28e2-465a-ae23-a6f519bed4db	P122391	03/15/11	2011-03-15	2011	C	USD	485000000
767b0a7c-d583-4b73-96c3-098d37266c2d	P124906	06/09/11	2011-06-09	2011	C	USD	10000000
6b790544-d60b-4381-b1bb-a414321d17a4	P080819	11/14/06	2006-11-14	2006	C	USD	25000000
29935aa3-4989-4280-924e-3adb81593a4c	P070628	06/07/05	2005-06-07	2005	C	USD	150000000
1135aad1-d23e-497e-bef2-ac34f34fd8b1	P074323	05/31/01	2001-05-31	2001	C	USD	4000000
8f963e19-a7dd-4f45-9124-b5f5eaea8502	P125256	05/19/11	2011-05-19	2011	C	USD	20000000
92a4b272-6e10-4cd1-a202-51bf54e0abb5	P001785	07/19/01	2001-07-19	2001	C	USD	162000000
5a07006e-4758-4a50-9f29-7606072dd114	P098093	01/09/07	2007-01-09	2007	C	USD	175000000
436eccea-7d3a-4b6c-a759-ce70c4028263	P100965	04/27/06	2006-04-27	2006	C	USD	31500000
315d2ac6-93cd-4c66-9583-483665cda1b2	P086953	03/15/05	2005-03-15	2005	C	USD	40200000
6642d17a-8bf3-4a58-87a7-2db3b9023744	P086411	12/15/05	2005-12-15	2005	C	USD	100000000
62b364d1-5232-4cee-8789-603557a14b9d	P065301	05/11/00	2000-05-11	2000	C	USD	20000000
77db0ebf-d18a-4e37-aed7-cd934bcf1d0f	P087841	06/29/04	2004-06-29	2004	C	USD	25000000
48ed22d3-fb66-4519-ae24-c46ea6f2e219	P083246	07/13/04	2004-07-13	2004	C	USD	125000000
20ffdb09-e94f-44ad-a460-766f03845b38	P078596	03/22/05	2005-03-22	2005	C	USD	7000000
fa3a646f-289e-4741-b6e5-2bae069cb245	P071103	07/17/07	2007-07-17	2007	C	USD	15000000
e2625187-0789-43e6-b0c9-1b7afae61ce9	P120660	11/30/10	2010-11-30	2010	C	USD	10000000
f3556bca-97b7-4351-8a39-ab7293249d74	P122084	06/14/11	2011-06-14	2011	C	USD	6850000
d249cd81-9db1-4356-846c-8fb861c41b64	P099979	07/21/11	2011-07-21	2011	C	USD	60000000
735e68f6-5a65-41f1-8a5c-40bea644a8bd	P120898	06/18/10	2010-06-18	2010	C	USD	40000000
93ce433b-b300-4c68-8b4b-42b024a14d64	P112573	06/09/09	2009-06-09	2009	C	USD	50000000
6bc7f140-c914-4829-9251-69debcc1fb12	P121120	09/20/10	2010-09-20	2010	C	USD	12700000
08ad7885-2495-4beb-b24e-f55e84123dc6	P125151	04/05/11	2011-04-05	2011	C	USD	200000000
cc1f4f5e-da7f-4c88-b5d1-6c5e9ce04998	P101614	02/04/10	2010-02-04	2010	C	USD	8000000
43b7b95a-f61a-40c8-8b1d-b59369f2ddfd	P098146	07/05/07	2007-07-05	2007	C	USD	23600000
4129a41f-af9e-40bd-b395-a4969b760c5b	P053575	05/07/02	2002-05-07	2002	C	USD	27100000
fe977fad-0de8-4ac3-8f4b-566c323f06b7	P063644	11/20/01	2001-11-20	2001	C	USD	23000000
93c25861-a2ed-413a-a48a-79c49897c7ad	P120946	05/24/11	2011-05-24	2011	C	USD	350000000
cb5fb5dd-ecb1-42b8-98b1-1eed18f8dbe2	P099618	05/29/07	2007-05-29	2007	C	USD	100000000
