project_id	geoname_id	precision_code	place_name	latitude	longitude	location_type_code	geoname_adm_code	geonames_adm_name
P055991	3607437	3	Lamaní	14.18333	-87.61667	ADM2	HN|04|0307	Honduras|Comayagua|Lamaní
P055991	8062442	3	Las Lajas	14.9	-87.58333	ADM2	HN|04|0320	Honduras|Comayagua|Las Lajas
P055991	3606070	3	Lejamaní	14.36	-87.69	ADM2	HN|04|0309	Honduras|Comayagua|Lejamaní
P055991	3606014	3	Limón	15.78333	-85.48333	ADM2	HN|03|0204	Honduras|Colón|Limón
P055991	3604895	3	Meámbar	14.81667	-87.8	ADM2	HN|04|0310	Honduras|Comayagua|Meámbar
P055991	3604796	3	Minas de Oro	14.79878	-87.34835	ADM2	HN|04|0311	Honduras|Comayagua|Minas de Oro
P055991	3604269	3	Ojos de Agua	14.75	-87.66667	ADM2	HN|04|0312	Honduras|Comayagua|Ojos de Agua
P055991	3604231	3	Omoa	15.65	-88.2	ADM2	HN|06|0503	Honduras|Cortés|Omoa
P055991	9072794	5	Pico Bonito National Park	15.6097	-86.8722	PRK	HN|01	Honduras|Atlántida
P055991	3608805	5	Punta Izopo	15.83333	-87.38333	PT	HN|01	Honduras|Atlántida
P055991	3602743	1	Río Tinto	15.85	-87.73333	PPL	HN|01	Honduras|Atlántida
P055991	3601742	3	San Sebastián	14.23333	-87.63333	ADM2	HN|04|0317	Honduras|Comayagua|San Sebastián
P055991	3601943	3	San Luis	14.75	-87.41667	ADM2	HN|04|0316	Honduras|Comayagua|San Luis
P055991	3602072	3	San José del Potrero	14.88333	-87.3	ADM2	HN|04|0315	Honduras|Comayagua|San José del Potrero
P055991	3602095	3	San José de Comayagua	14.71667	-88	ADM2	HN|04|0314	Honduras|Comayagua|San José de Comayagua
P055991	3602208	3	San Jerónimo	14.61667	-87.6	ADM2	HN|04|0313	Honduras|Comayagua|San Jerónimo
P055991	3602332	3	San Francisco	15.66667	-87	ADM2	HN|01|0106	Honduras|Atlántida|San Francisco
P055991	3602398	3	San Buenaventura	13.88333	-87.16667	ADM2	HN|08|0818	Honduras|Francisco Morazán|San Buenaventura
P055991	3602471	1	San Antonio	15.91667	-86.11667	PPL	HN|03	Honduras|Colón
P055991	3602265	1	Sangrelaya	15.98333	-85.15	PPL	HN|03	Honduras|Colón
P055991	3601571	3	Santa Lucía	14.1	-87.1	ADM2	HN|08|0823	Honduras|Francisco Morazán|Santa Lucía
P055991	3601601	3	Santa Fe	15.83333	-86.05	ADM2	HN|03|0206	Honduras|Colón|Santa Fe
P055991	3601725	3	Santa Ana	13.94	-87.21	ADM2	HN|08|0822	Honduras|Francisco Morazán|Santa Ana
P055991	3601312	3	Siguatepeque	14.61667	-87.83333	ADM2	HN|04|0318	Honduras|Comayagua|Siguatepeque
P055991	8062524	3	Taulabé	14.67145	-87.98693	ADM2	HN|04|0321	Honduras|Comayagua|Taulabé
P055991	3600932	3	Tela	15.7	-87.58	ADM2	HN|01|0107	Honduras|Atlántida|Tela
P055991	3600592	3	Trujillo	15.88333	-85.83333	ADM2	HN|03|0201	Honduras|Colón|Trujillo
P055991	3600424	3	Valle de Ángeles	14.15	-87.03333	ADM2	HN|08|0826	Honduras|Francisco Morazán|Valle de Ángeles
P055991	3600341	3	Villa de San Antonio	14.33333	-87.51667	ADM2	HN|04|0319	Honduras|Comayagua|Villa de San Antonio
P055991	3600264	1	Yahurabila	15.41667	-83.8	PPL	HN|09	Honduras|Gracias a Dios
P056018	6942325	5	Bosawas Biosphere Reserve	13.44305	-85.14404	RESW	NI|16	Nicaragua
P056018	3615668	3	Municipio de Yalagüina	13.5	-86.43333	ADMD	NI|09	Nicaragua|Madriz
P056018	3615816	3	Municipio de Villa Nueva	12.91667	-86.73333	ADM2	NI|03|3615816	Nicaragua|Chinandega|Municipio de Villa Nueva
P056018	3615997	3	Municipio de Totogalpa	13.56092	-86.49283	ADMD	NI|09	Nicaragua|Madriz
P056018	3616087	3	Municipio de Telpaneca	13.53333	-86.28333	ADMD	NI|09	Nicaragua|Madriz
P056018	3616091	3	Municipio de Telica	12.61667	-86.75	ADMD	NI|08	Nicaragua|León
P056018	3616231	3	Municipio de Somoto	13.56667	-86.58333	ADMD	NI|09	Nicaragua|Madriz
P056018	3616233	3	Municipio de Somotillo	13	-87	ADMD	NI|03	Nicaragua|Chinandega
P056018	3616345	3	Municipio de Santo Tomás del Norte	13.21667	-86.83333	ADM2	NI|03|3616345	Nicaragua|Chinandega|Municipio de Santo Tomás del Norte
P056018	3616610	3	Municipio de San Pedro del Norte	13.27363	-86.87835	ADM2	NI|03|3616610	Nicaragua|Chinandega|Municipio de San Pedro del Norte
P056018	3616647	3	Municipio de San Nicolás	12.93333	-86.33333	ADMD	NI|08	Nicaragua|León
P056018	3616697	3	Municipio de San Lucas	13.41667	-86.58333	ADMD	NI|09	Nicaragua|Madriz
P056018	3616727	3	Municipio de San Juan del Río Coco	13.53333	-86.16667	ADMD	NI|09	Nicaragua|Madriz
P056018	3616731	3	Municipio de San Juan de Limay	13.21667	-86.5	ADMD	NI|05	Nicaragua|Estelí
P056018	3616756	3	Municipio de San José de Cusmapa	13.3	-86.63333	ADMD	NI|09	Nicaragua|Madriz
P056018	3616851	3	Municipio de San Francisco del Norte	13.23333	-86.7	ADM2	NI|03|3616851	Nicaragua|Chinandega|Municipio de San Francisco del Norte
P056018	3617114	3	Municipio de Quezalguaque	12.58333	-86.86667	ADMD	NI|08	Nicaragua|León
P056018	3617145	3	Municipio de Puerto Morazán	12.85	-87.16667	ADMD	NI|03	Nicaragua|Chinandega
P056018	3617161	3	Municipio de Pueblo Nuevo	13.38333	-86.46667	ADMD	NI|05	Nicaragua|Estelí
P056018	3617190	3	Municipio de Posoltega	12.63333	-86.91667	ADMD	NI|03	Nicaragua|Chinandega
P056018	3617387	3	Municipio de Palacagüina	13.48333	-86.33333	ADMD	NI|09	Nicaragua|Madriz
P056018	3617521	3	Municipio de Nagarote	12.21667	-86.58333	ADMD	NI|08	Nicaragua|León
P056018	3618085	3	Municipio de La Trinidad	13	-86.16667	ADMD	NI|05	Nicaragua|Estelí
P056018	3618123	3	Municipio de Las Sabanas	13.34152	-86.62007	ADMD	NI|09	Nicaragua|Madriz
P056018	3618335	3	Municipio de Larreynaga	12.66667	-86.58333	ADMD	NI|08	Nicaragua|León
P056018	3618412	3	Municipio de La Paz Central	12.5	-86.5	ADMD	NI|08	Nicaragua|León
P056018	3619191	3	Municipio de Estelí	13.16667	-86.33333	ADMD	NI|05	Nicaragua|Estelí
P056018	3619266	3	Municipio de El Viejo	12.83333	-87.33333	ADMD	NI|03	Nicaragua|Chinandega
P056018	3620267	3	Municipio de Corinto	12.53193	-87.22489	ADMD	NI|03	Nicaragua|Chinandega
P056018	3620297	3	Municipio de Condega	13.33333	-86.33333	ADMD	NI|05	Nicaragua|Estelí
P056018	3620357	3	Municipio de Cinco Pinos	13.23333	-86.81667	ADMD	NI|03	Nicaragua|Chinandega
P056018	3620379	3	Municipio de Chinandega	12.75	-87	ADMD	NI|03	Nicaragua|Chinandega
P056018	3620389	3	Municipio de Chichigalpa	12.61667	-87	ADMD	NI|03	Nicaragua|Chinandega
P056018	3830307	4	North Atlantic Autonomous Region (RAAN)	14	-84.25	ADM1	NI|17	Nicaragua|Atlántico Norte (RAAN)
P056018	3830308	4	Región Autónoma Atlántico Sur	12.25	-84.25	ADM1	NI|18	Nicaragua|Atlántico Sur
P056018	3617476	8	Republic of Nicaragua	13	-85	PCLI	NI|00	Nicaragua
P056087	3617476	8	Republic of Nicaragua	13	-85	PCLI	NI|00	Nicaragua
P056199	1808500	1	Hengdong Xian	27.08519	113.03181	ADM3	CN|11|1808500	China|Hunan
P056199	1808436	1	Hengnan Xian	26.6945	112.50454	ADM3	CN|11|1808436	China|Hunan
P056199	1808408	1	Hengshan County	27.29296	112.78456	ADM3	CN|11|1808369|1808408	China|Hunan|Hengyang Shi
P056199	1808370	1	Hengyang	26.88946	112.61888	PPL	CN|11|1808369	China|Hunan|Hengyang Shi
P056199	1808369	3	Hengyang Shi	26.76314	112.62835	ADM2	CN|11|1808369	China|Hunan|Hengyang Shi
P056199	1790555	5	Xiang Jiang	29.43378	113.13381	STM	CN|00	China
P056199	1790492	1	Xiangtan	27.85	112.9	PPL	CN|11	China|Hunan
P056199	1790483	1	Xiangtan Xian	27.63885	112.77683	ADM3	CN|11|1790483	China|Hunan
P056199	1790484	3	Xiangtan Shi	27.68186	112.62629	ADM2	CN|11|1790484	China|Hunan|Xiangtan Shi
P056199	7328208	1	Zhuzhou	28.40896	115.68445	PPL	CN|03	China|Jiangxi Sheng
P056199	1783760	1	Zhuzhou Xian	27.55464	113.10259	ADM3	CN|11|1783760	China|Hunan
P056200	1516393	1	Altai	46.37222	96.25833	PPLA	MN|10	Mongolia|Govĭ-Altay
P056200	6999391	3	Arvaiheer Sum	46.32161	102.7297	ADM2	MN|15|6999391	Mongolia|Övörhangay|Arvaiheer Sum
P056200	2032814	1	Arvayheer	46.26389	102.775	PPLA	MN|15	Mongolia|Övörhangay
P056200	2032696	2	Barangiin Dabaa	46.4	100.13333	PASS	MN|02	Mongolia|Bayanhongor
P056200	2032533	1	Bayanhongor	46.19444	100.71806	PPLA	MN|02	Mongolia|Bayanhongor
P056200	6998274	3	Bayanhongor Sum	46.2027	100.67966	ADM2	MN|02|6998274	Mongolia|Bayanhongor|Bayanhongor Sum
P056200	6987905	3	Bayan-Ovoo Sum	46.18448	100.30478	ADM2	MN|02|6987905	Mongolia|Bayanhongor|Bayan-Ovoo Sum
P056200	2032483	2	Bayanteeg	45.66667	101.5	PPL	MN|15	Mongolia|Övörhangay
P056200	1516261	2	Baydrag	47.03333	99.5	PPL	MN|02	Mongolia|Bayanhongor
P056200	6987906	3	Bömbögör Sum	46.25813	99.63897	ADM2	MN|02|6987906	Mongolia|Bayanhongor|Bömbögör Sum
P056200	6619061	3	Bürd	46.97814	103.78355	ADM2	MN|15|6619061	Mongolia|Övörhangay|Bürd
P056200	6987907	3	Buutsagaan Sum	46.2172	98.77403	ADM2	MN|02|6987907	Mongolia|Bayanhongor|Buutsagaan Sum
P056200	6619110	3	Buyant	48.06236	91.81721	ADM2	MN|12|6619110	Mongolia|Hovd|Buyant
P056200	6987772	3	Darvi Sum	47.0915	93.67252	ADM2	MN|12|6987772	Mongolia|Hovd|Darvi Sum
P056200	6987808	3	Darvi Sum	46.49168	94.15641	ADM2	MN|10|6987808	Mongolia|Govĭ-Altay|Darvi Sum
P056200	6987918	3	Delger Sum	46.2186	97.57677	ADM2	MN|10|6987918	Mongolia|Govĭ-Altay|Delger Sum
P056200	6987771	3	Dzereg Sum	47.12798	92.81686	ADM2	MN|12|6987771	Mongolia|Hovd|Dzereg Sum
P056200	6987890	3	Dzüünbayan-Ulaan Sum	46.43194	103.06748	ADM2	MN|15|6987890	Mongolia|Övörhangay|Dzüünbayan-Ulaan Sum
P056200	6619023	3	Erdenebulgan	47.4715	101.45737	ADM2	MN|01|6619023	Mongolia|Arhangay|Erdenebulgan
P056200	6988006	3	Erdenesant Sum	47.27279	104.49638	ADM2	MN|18|6988006	Mongolia|Central Aimak|Erdenesant Sum
P056200	2030927	1	Harhorin	47.19753	102.82379	PPLA2	MN|15	Mongolia|Övörhangay
P056200	6987894	3	Harhorin Sum	47.16411	103.02569	ADM2	MN|15|6987894	Mongolia|Övörhangay|Harhorin Sum
P056200	6987887	3	Hayrhandulaan Sum	45.85769	102.08237	ADM2	MN|15|6987887	Mongolia|Övörhangay|Hayrhandulaan Sum
P056200	6987912	3	Hotont Sum	47.2519	102.39424	ADM2	MN|01|6987912	Mongolia|Arhangay|Hotont Sum
P056200	6619043	3	Hujirt	46.88918	102.78191	ADM2	MN|15|6619043	Mongolia|Övörhangay|Hujirt
P056200	6987924	3	Ihtamir Sum	47.53926	100.97374	ADM2	MN|01|6987924	Mongolia|Arhangay|Ihtamir Sum
P056200	6987844	3	Ih-Uul Sum	48.68346	98.79699	ADM2	MN|09|6987844	Mongolia|Dzabkhan|Ih-Uul Sum
P056200	6619113	3	Jargalant	47.99291	91.64246	ADM2	MN|12|6619113	Mongolia|Hovd|Jargalant
P056200	1516048	1	Khovd	48.00556	91.64194	PPLA	MN|12|6987767	Mongolia|Hovd
P056200	6987946	3	Lün Sum	47.79322	105.14289	ADM2	MN|18|6987946	Mongolia|Central Aimak|Lün Sum
P056200	6619117	3	Manhan	47.41967	92.22422	ADM2	MN|12|6619117	Mongolia|Hovd|Manhan
P056200	2029969	6	Mongolia	46	105	PCLI	MN|00	Mongolia
P056200	2029861	5	Nariin Gol	45.6	100.2	STM	MN|02	Mongolia|Bayanhongor
P056200	6987888	3	Nariynteel Sum	45.88036	101.54036	ADM2	MN|15|6987888	Mongolia|Övörhangay|Nariynteel Sum
P056200	6987889	3	Öldziyt Sum	46.50814	103.41344	ADM2	MN|15|6987889	Mongolia|Övörhangay|Öldziyt Sum
P056200	7667614	3	Olziit	46.0667	100.8158	ADM2	MN|02|7667614	Mongolia|Bayanhongor|Olziit
P056200	6987945	3	Öndörshireet Sum	47.43361	104.98287	ADM2	MN|18|6987945	Mongolia|Central Aimak|Öndörshireet Sum
P056200	6987832	3	Öndör-Ulaan Sum	48.00355	100.76023	ADM2	MN|01|6987832	Mongolia|Arhangay|Öndör-Ulaan Sum
P056200	6987814	3	Rashaant Sum	47.41283	103.90632	ADM2	MN|21|6987814	Mongolia|Bulgan|Rashaant Sum
P056200	6987807	3	Sharga Sum	46.48579	95.2804	ADM2	MN|10|6987807	Mongolia|Govĭ-Altay|Sharga Sum
P056200	6619247	2	Solongotïn Davaa	48.2169	98.74409	PASS	MN|01	Mongolia|Arhangay
P056200	2030085	1	Sujji	47.86667	105.25	PPLA2	MN|18	Mongolia|Central Aimak
P056200	2029082	5	Taatsïn Gol	45.15	101.45	STM	MN|15	Mongolia|Övörhangay
P056200	6987886	3	Taragt Sum	46.10747	102.69108	ADM2	MN|15|6987886	Mongolia|Övörhangay|Taragt Sum
P056200	1515709	3	Tariat Sum	48.22394	99.86182	ADM2	MN|01|1515709	Mongolia|Arhangay|Tariat Sum
P056200	1515167	1	Tosontsengel	48.75667	98.28389	PPLA2	MN|09	Mongolia|Dzabkhan
P056200	6987843	3	Tosontsengel Sum	48.48985	98.26031	ADM2	MN|09|6987843	Mongolia|Dzabkhan|Tosontsengel Sum
P056200	1515117	1	Tsahir	48.07972	98.85167	PPLA2	MN|01	Mongolia|Arhangay
P056200	6987824	3	Tsenher Sum	47.15142	101.70763	ADM2	MN|01|6987824	Mongolia|Arhangay|Tsenher Sum
P056200	2028606	1	Tsetserleg	47.475	101.45417	PPLA	MN|01	Mongolia|Arhangay
P056200	6619031	3	Tüvshrüüleh	47.37476	101.90832	ADM2	MN|01|6619031	Mongolia|Arhangay|Tüvshrüüleh
P056200	2028429	1	Ulaanhudag	47.33333	104.5	PPLA2	MN|18	Mongolia|Central Aimak
P056200	6987919	3	Yösönbulag Sum	46.21648	95.98016	ADM2	MN|10|6987919	Mongolia|Govĭ-Altay|Yösönbulag Sum
P056200	2028174	3	Yusun Tszuyl Somon	46.61733	103.64586	ADM2	MN|15|2028174	Mongolia|Övörhangay|Yusun Tszuyl Somon
P056201	1036973	8	Republic of Mozambique	-18.25	35	PCLI	MZ|00	Mozambique
P056213	1168579	8	Islamic Republic of Pakistan	30	70	PCLI	PK|00	Pakistan
P056213	1174872	1	Karachi	24.9056	67.0822	PPLA	PK|05|1174870	Pakistan|Sindh|Karāchi District
P056213	1169946	1	Port Muhammad Bin Qāsim	24.78206	67.33624	PRT	PK|05	Pakistan|Sindh
P056236	361058	1	Alexandria	31.21564	29.95527	PPLA	EG|06	Egypt|Alexandria
P056236	357994	6	Arab Republic of Egypt	27	30	PCLI	EG|00	Egypt
P056236	359783	1	Asyūţ	27.18096	31.18368	PPLA	EG|17	Egypt|Asyūţ
P056236	359173	1	Banī Suwayf	29.07441	31.09785	PPLA	EG|18	Egypt|Banī Suwayf
P056236	360630	1	Cairo	30.06263	31.24967	PPLC	EG|11	Egypt|Al Qāhirah
P056236	355795	1	Ḩalwān	29.84144	31.30084	PPL	EG|11	Egypt|Al Qāhirah
P056236	361055	1	Ismailia	30.60427	32.27225	PPLA	EG|07	Egypt|Al Ismā‘īlīyah
P056236	347796	1	Sohag	26.55695	31.69478	PPLA	EG|24	Egypt|Sūhāj
P056236	347497	1	Tanda	30.78847	31.00192	PPLA	EG|05	Egypt|Al Gharbīyah
P056236	359493	1	Zagazig	30.58768	31.502	PPLA	EG|14	Egypt|Eastern Province
P056256	2300660	6	Republic of Ghana	8.1	-1.2	PCLI	GH|00	Ghana
P056393	2243598	4	Bengo Province	-8.97504	13.82743	ADM1	AO|19	Angola|Bengo
P056393	3351660	4	Benguela	-12.854	13.92825	ADM1	AO|01	Angola|Benguela
P056393	2243266	4	Cabinda	-4.93423	12.40532	ADM1	AO|03	Angola|Cabinda
P056393	3349096	4	Cunene Province	-16.51009	15.43526	ADM1	AO|07	Angola|Cunene
P056393	3348310	4	Huambo	-12.5	15.66667	ADM1	AO|08	Angola|Huambo
P056393	3348303	4	Huila Province	-14.69531	15.00014	ADM1	AO|09	Angola|Huíla
P056393	3349234	4	Kwanza Sul	-10.82696	15.03197	ADM1	AO|06	Angola|Cuanza Sul
P056393	2240444	4	Luanda Province	-8.91666	13.33924	ADM1	AO|20	Angola|Luanda
P056393	3347016	4	Namibe Province	-15.33207	12.66002	ADM1	AO|13	Angola|Namibe
P056418	7534414	1	Abia Community	-29.3827	27.5377	ADM3	LS|14|7534414	Lesotho|Maseru
P056418	7669374	1	Ha Tsolo	-29.35348	27.46342	PPL	LS|14	Lesotho|Maseru
P056418	932692	8	Kingdom of Lesotho	-29.5	28.25	PCLI	LS|00	Lesotho
P056418	932505	1	Maseru	-29.31667	27.48333	PPLC	LS|14	Lesotho|Maseru
P056418	6297128	1	Maseru / Moshoeshoe	-29.46226	27.5525	AIRP	LS	Lesotho
P056418	7534758	1	Maseru Central Community	-29.30642	27.47505	ADM3	LS|14|7534758	Lesotho|Maseru
P056418	932466	1	Mazenod	-29.41896	27.56892	PPL	LS|00	Lesotho
P056418	7669290	1	Metolong Dam Site	-29.336	27.77689	DAM	LS|10	Lesotho|Berea
P056418	7534650	1	Qoaling Community	-29.3358	27.498	ADM3	LS|14|7534650	Lesotho|Maseru
P056452	1581088	4	Gia Lai	13.75	108.25	ADM1	VN|49	Vietnam|Gia Lai
P056452	1565088	4	Kon Tum	14.75	107.91667	ADM1	VN|55	Vietnam|Kon Tum
P056452	1559969	4	Tỉnh Nghệ An	19.25	104.91667	ADM1	VN|58	Vietnam|Nghệ An
P056452	1559972	4	Tỉnh Sóc Trăng	9.55	105.91667	ADM1	VN|65	Vietnam|Sóc Trăng
P056452	1559975	4	Tỉnh Trà Vinh	9.8	106.3	ADM1	VN|67	Vietnam|Trà Vinh
P056452	1559976	4	Tỉnh Tuyên Quang	22.11667	105.25	ADM1	VN|68	Vietnam|Tuyên Quang
P056452	1559978	4	Tỉnh Yên Bái	21.75	104.58333	ADM1	VN|70	Vietnam|Yên Bái
P056452	1562412	4	Tỉnh Lào Cai	22.3	104.16667	ADM1	VN|90	Vietnam|Lào Cai
P056452	1565033	4	Tỉnh Thừa Thiên-Huế	16.33333	107.58333	ADM1	VN|66	Vietnam|Thừa Thiên-Huế
P056452	1566165	4	Tỉnh Thanh Hóa	20.06667	105.33333	ADM1	VN|34	Vietnam|Thanh Hóa
P056452	1567643	4	Tỉnh Sơn La	21.16667	104	ADM1	VN|32	Vietnam|Sơn La
P056452	1568733	4	Tỉnh Quảng Trị	16.75	107	ADM1	VN|64	Vietnam|Quảng Trị
P056452	1568758	4	Tỉnh Quảng Ninh	21.25	107.33333	ADM1	VN|30	Vietnam|Quảng Ninh
P056452	1568769	4	Tỉnh Quảng Ngãi	15	108.66667	ADM1	VN|63	Vietnam|Quảng Ngãi
P056452	1568839	4	Tỉnh Quảng Bình	17.5	106.33333	ADM1	VN|62	Vietnam|Quảng Bình
P056452	1569805	4	Tỉnh Phú Yên	13.16667	109.08333	ADM1	VN|61	Vietnam|Phú Yên
P056452	1572594	4	Tỉnh Hòa Bình	20.66667	105.33333	ADM1	VN|53	Vietnam|Hòa Bình
P056452	1576632	4	Tỉnh Lạng Sơn	21.83333	106.58333	ADM1	VN|39	Vietnam|Lạng Sơn
P056452	1577882	4	Tỉnh Lâm Đồng	11.66667	108.08333	ADM1	VN|23	Vietnam|Lâm Đồng
P056452	1577954	4	Tỉnh Lai Châu	22.28333	103.25	ADM1	VN|89	Vietnam|Lai Châu
P056452	1579008	4	Tỉnh Kiến Giang	10	105.16667	ADM1	VN|21	Vietnam|Kiến Giang
P056452	1581030	4	Tỉnh Hà Giang	22.75	105	ADM1	VN|50	Vietnam|Hà Giang
P056452	1581882	4	Tỉnh Bình Thuận	11.08333	108.08333	ADM1	VN|47	Vietnam|Bình Thuận
P056452	1582720	4	Tỉnh Đồng Nai	11	107.16667	ADM1	VN|43	Vietnam|Đồng Nai
P056452	1584169	4	Tỉnh Đắk Lắk	12.75	108.25	ADM1	VN|88	Vietnam|Ðắc Lắk
P056452	1586182	4	Tỉnh Cao Bằng	22.75	106.08333	ADM1	VN|05	Vietnam|Cao Bằng
P056452	1905480	4	Tỉnh Bình Phước	11.75	106.91667	ADM1	VN|76	Vietnam|Bình Phước
P056452	1905497	4	Tỉnh Thái Nguyên	21.66667	105.83333	ADM1	VN|85	Vietnam|Thái Nguyên
P056452	1905516	4	Tỉnh Quảng Nam	15.58333	107.91667	ADM1	VN|84	Vietnam|Quảng Nam
P056452	1905669	4	Tỉnh Bắc Kạn	22.25	105.83333	ADM1	VN|72	Vietnam|Bắc Kạn
P056452	1905678	4	Tỉnh Cà Mau	9.08333	105.08333	ADM1	VN|77	Vietnam|Cà Mau
P056452	1905686	4	Tỉnh Hải Dương	20.91667	106.33333	ADM1	VN|79	Vietnam|Hải Dương
P056516	1816670	1	Beijing	39.9075	116.39723	PPLC	CN|22	China|Beijing
P056516	2038153	1	Changping	40.22148	116.20519	ADM3	CN|22|2038153	China|Beijing
P056516	1815402	1	Chaoyang Qu	39.95462	116.5029	ADM3	CN|22|1815402	China|Beijing
P056516	1815309	1	Cheng’an Xian	36.41667	114.68333	ADM3	CN|10|1815309	China|Hebei
P056516	6573973	1	Chengyang Qu	36.28528	120.38944	ADM3	CN|25|6573973	China|Shandong Sheng
P056516	1813286	1	Daxing Qu	39.64888	116.4096	ADM3	CN|22|1813286	China|Beijing
P056516	2054299	1	Dongling Qu	41.75361	123.46417	ADM3	CN|19|2034935|2054299	China|Liaoning|Shenyang Shi
P056516	2037432	1	Faku Xian	42.38333	123.2	ADM3	CN|19|2037432	China|Liaoning
P056516	1811541	1	Fangshan Qu	39.72445	115.84575	ADM3	CN|22|1811541	China|Beijing
P056516	1811438	1	Feixiang Xian	36.53333	114.78333	ADM3	CN|10|1811438	China|Hebei
P056516	1809760	1	Guantao Xian	36.61279	115.28847	ADM3	CN|10|1809760	China|Hebei
P056516	1806030	1	Jiaonan Shi	35.87139	119.87472	ADM3	CN|25|1806030	China|Shandong Sheng
P056516	1806003	1	Jiaozhou Shi	36.24806	119.9625	ADM3	CN|25|1806003	China|Shandong Sheng
P056516	1805756	1	Jimo Shi	36.47639	120.49861	ADM3	CN|25|1805756	China|Shandong Sheng
P056516	2036324	1	Kangping Xian	42.745	123.36917	ADM3	CN|19|2036324	China|Liaoning
P056516	1804588	1	Laixi Shi	36.85444	120.42389	ADM3	CN|25|1804588	China|Shandong Sheng
P056516	2036105	1	Liaozhong Xian	41.57861	122.82556	ADM3	CN|19|2036105	China|Liaoning
P056516	1803305	1	Linzhang Xian	36.33333	114.66667	ADM3	CN|10|1803305	China|Hebei
P056516	2035740	1	Miyun Xian	40.53013	116.9873	ADM3	CN|22|2035740	China|Beijing
P056516	1798819	1	Pingdu Shi	36.78278	119.98556	ADM3	CN|25|1798819	China|Shandong Sheng
P056516	2035468	1	Pinggu	40.21102	117.13793	ADM3	CN|22|2035468	China|Beijing
P056516	1795533	1	She Xian	36.56083	113.66806	ADM3	CN|10|1795533	China|Hebei
P056516	2054311	1	Shenbei Xinqu	42.05056	123.52083	ADM3	CN|19|2054311	China|Liaoning
P056516	2054300	1	Sujiatun Qu	41.64917	123.3425	ADM3	CN|19|2054300	China|Liaoning
P056516	1792520	1	Tongzhou	39.90395	116.66183	PPL	CN|22	China|Beijing
P056516	1792555	1	Tongzhou Qu	39.80881	116.72402	ADM3	CN|22|1792555	China|Beijing
P056516	2033670	1	Xinmin Shi	42.01306	122.84694	ADM3	CN|19|2033670	China|Liaoning
P056516	1786041	1	Yuanshi Xian	37.74861	114.50861	ADM3	CN|10|1786041	China|Hebei
P056516	6599893	1	Yuhong Qu	41.77972	123.30083	ADM3	CN|19|2034935|6599893	China|Liaoning|Shenyang Shi
P056596	1795270	1	Shijiazhuang	38.04139	114.47861	PPLA	CN|10	China|Hebei
P056891	798549	6	România	46	25	PCLI	RO|00	Romania
P056978	6547292	3	Al-Haouz	31.34083	-7.91076	ADM2	MA|47|041	Morocco|Marrakech-Tensift-Al Haouz|Al-Haouz
P056978	2556569	3	Azilal Province	31.91667	-6.5	ADM2	MA|56|081	Morocco|Tadla-Azilal|Azilal Province
P056978	2544331	3	Khenifra	32.93333	-5.66667	ADM2	MA|48|301	Morocco|Meknès-Tafilalet|Khenifra
P057167	895949	6	Republic of Zambia	-14.33333	28.5	PCLI	ZM|00	Zambia
P057182	783754	8	Republic of Albania	41	20	PCLI	AL|00	Albania
P057293	203312	8	Democratic Republic of the Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
P057295	49518	6	Republic of Rwanda	-2	30	PCLI	RW|00	Rwanda
P057296	2317412	1	Banda-Busongo	-5.392	19.62955	PPL	CD|01	Democratic Republic of the Congo|Bandundu
P057296	2317397	1	Bandundu	-3.31687	17.38063	PPLA	CD|01	Democratic Republic of the Congo|Bandundu
P057296	7731975	3	Bas Fleuve District	-5.44296	12.98423	ADM2	CD|08|10	Democratic Republic of the Congo|Bas-Congo|Bas Fleuve District
P057296	2317266	1	Batshampa	-5.52162	19.33913	PPL	CD|01	Democratic Republic of the Congo|Bandundu
P057296	2316702	1	Boma	-5.83899	13.05692	PPL	CD|08	Democratic Republic of the Congo|Bas-Congo
P057296	217834	1	Bukama	-9.2	25.85	PPL	CD|05	Democratic Republic of the Congo|Katanga
P057296	7731971	3	Cataractes District	-5.19705	14.35037	ADM2	CD|08|13	Democratic Republic of the Congo|Bas-Congo|Cataractes District
P057296	203312	6	Democratic Republic of the Congo	-2.5	23.5	PCLI	CD|00	Democratic Republic of the Congo
P057296	2315861	3	Equateur	0.438	18.919	ADM2	CD|02|14	Democratic Republic of the Congo|Équateur|Equateur
P057296	923176	1	Guba	-10.66667	26.43333	PPL	CD|00	Democratic Republic of the Congo
P057296	7670778	3	Haut Lomami	-8.12166	25.5951	ADM2	CD|05|15	Democratic Republic of the Congo|Katanga|Haut Lomami
P057296	7670837	3	Haut Katanga	-10.46044	27.94322	ADM2	CD|05|16	Democratic Republic of the Congo|Katanga|Haut Katanga
P057296	8361290	1	Inga	-5.51698	13.57812	PPL	CD|08	Democratic Republic of the Congo|Bas-Congo
P057296	2315424	1	Inkasa	-5.64586	19.96219	PPL	CD|01	Democratic Republic of the Congo|Bandundu
P057296	2315419	1	Inkisi	-5.13122	15.0541	PPL	CD|08	Democratic Republic of the Congo|Bas-Congo
P057296	215522	1	Kabinda	-6.13333	24.48333	ADM3	CD|04|19|153	Democratic Republic of the Congo|Kasaï-Oriental|Kabinda
P057296	214614	1	Kamina	-8.73861	24.99056	PPL	CD|05	Democratic Republic of the Congo|Katanga
