project_id	geoname_id	precision_code	place_name	latitude	longitude	location_type_code	geoname_adm_code	geonames_adm_name
P000306	2362079	1	Boudtenga	12.48639	-1.26583	PPL	BF|03|53	Burkina Faso|Centre|Kadiogo Province
P000306	2357048	1	Ouagadougou	12.36566	-1.53388	PPLC	BF|03|53	Burkina Faso|Centre|Kadiogo Province
P000309	2361809	6	Burkina Faso	12.5	-1.66667	PCLI	BF|00	Burkina Faso
P000309	6930704	4	Centre	12.37874	-1.53276	ADM1	BF|03	Burkina Faso|Centre
P000309	6930705	4	Centre-Est	11.78922	-0.35706	ADM1	BF|04	Burkina Faso|Centre-Est
P000309	6930706	4	Centre-Nord	13.09829	-1.0855	ADM1	BF|05	Burkina Faso|Centre-Nord
P000309	6930710	4	High-Basins Region	11.28	-4.32	ADM1	BF|09	Burkina Faso|High-Basins
P000309	6930713	4	Sahel	14.03351	-0.04575	ADM1	BF|12	Burkina Faso|Sahel
P000309	6930714	4	Southwest Region	10.5	-3.2	ADM1	BF|13	Burkina Faso|Southwest
P000527	2434508	6	Republic of Chad	15	19	PCLI	TD|00	Chad
P000968	2305884	1	Adidome	6.06568	0.50712	PPL	GH|00	Ghana
P000968	2304693	1	Amrahia	5.76972	-0.14197	PPL	GH|01	Ghana|Greater Accra
P000968	2304116	4	Ashanti Region	6.75	-1.5	ADM1	GH|02	Ghana|Ashanti
P000968	2304028	1	Asuansi	5.30227	-1.23645	PPL	GH|00	Ghana
P000968	2303529	1	Babile	10.52973	-2.83774	PPL	GH|00	Ghana
P000968	2302547	4	Brong-Ahafo Region	7.75	-1.5	ADM1	GH|03	Ghana|Brong-Ahafo
P000968	2302353	4	Central Region	5.5	-1	ADM1	GH|04	Ghana|Central
P000968	2302002	1	Damongo	9.08337	-1.81819	PPL	GH|00	Ghana
P000968	2301360	4	Eastern Region	6.5	-0.5	ADM1	GH|05	Ghana|Eastern
P000968	2301217	1	Ejura	7.38558	-1.35617	PPL	GH|02	Ghana|Ashanti
P000968	2300569	4	Greater Accra Region	5.75	0	ADM1	GH|01	Ghana|Greater Accra
P000968	2299625	1	Kintampo	8.05627	-1.73058	PPL	GH|03	Ghana|Brong-Ahafo
P000968	2299144	1	Kpong	6.15861	0.06261	PPL	GH|00	Ghana
P000968	2298724	1	Kwadaso	6.69404	-1.64603	PPL	GH|00	Ghana
P000968	2294236	1	Lake Volta	7.40057	0.19472	RSV	GH|00	Ghana
P000968	2297169	4	Northern Region	9.5	-1	ADM1	GH|06	Ghana|Northern
P000968	2296969	1	Nungua	5.60106	-0.07713	PPLX	GH|01	Ghana|Greater Accra
P000968	2296406	1	Ohawu	6.13681	0.89855	PPL	GH|00	Ghana
P000968	2295888	1	Pong-Tamale	9.68959	-0.82905	PPL	GH|06	Ghana|Northern
P000968	2300660	6	Republic of Ghana	8.1	-1.2	PCLI	GH|00	Ghana
P000968	2294700	1	Tema	5.6698	-0.01657	PPL	GH|01	Ghana|Greater Accra
P000968	2294286	4	Upper West Region	10.33333	-2.25	ADM1	GH|11	Ghana|Upper West
P000968	2294291	4	Upper East Region	10.75	-0.75	ADM1	GH|10	Ghana|Upper East
P000968	2294234	4	Volta Region	7	0.5	ADM1	GH|08	Ghana|Volta
P000968	2294086	1	Wenchi	7.73916	-2.10456	PPL	GH|03	Ghana|Brong-Ahafo
P000968	2294076	4	Western Region	5.5	-2.5	ADM1	GH|09	Ghana|Western
P001001	2372248	6	Republic of Guinea-Bissau	12	-15	PCLI	GW|00	Guinea-Bissau
P001748	2453866	8	Republic of Mali	18	-2	PCLI	ML|00	Mali
P001785	7874406	3	Angoche District	-16.23272	39.91106	ADM2	MZ|06|7874406	Mozambique|Nampula|Angoche District
P001785	1052944	1	António Enes	-16.2325	39.90861	PPL	MZ|06	Mozambique|Nampula
P001785	9072735	3	Bilene Macia District	-25.01612	33.16889	ADM2	MZ|02|9072735	Mozambique|Gaza|Bilene Macia District
P001785	7873985	3	Chibabava District	-20.292	33.531	ADM2	MZ|05|7873985	Mozambique|Sofala|Chibabava District
P001785	1046058	4	Gaza Province	-23.5	33	ADM1	MZ|02	Mozambique|Gaza
P001785	7646374	3	Gondola District	-19.15	33.66	ADM2	MZ|10|7646374	Mozambique|Manica|Gondola District
P001785	1045289	1	Inchope	-19.19472	33.89389	PPL	MZ|10	Mozambique|Manica
P001785	1105527	1	Incoluane	-25.0625	32.92833	PPL	MZ|04	Mozambique|Maputo
P001785	1045110	4	Inhambane Province	-23	34.5	ADM1	MZ|03	Mozambique|Inhambane
P001785	1090080	3	Manhica	-25.39417	32.83389	ADM2	MZ|04|1090080	Mozambique|Maputo|Manhica
P001785	1040989	1	Manhiça	-25.40222	32.80722	PPLA2	MZ|04	Mozambique|Maputo
P001785	1040947	4	Manica Province	-19	33.5	ADM1	MZ|10	Mozambique|Manica
P001785	1040652	1	Maputo	-25.96553	32.58322	PPLC	MZ|11	Mozambique|Maputo City
P001785	1040649	4	Maputo Province	-25.5	32.33333	ADM1	MZ|04	Mozambique|Maputo
P001785	1024688	1	Marracuene	-25.73694	32.67639	PPL	MZ|04	Mozambique|Maputo
P001785	8693192	3	Marracuene District	-25.73938	32.67436	ADM2	MZ|04|8693192	Mozambique|Maputo|Marracuene District
P001785	7909715	3	Massinga District	-23.03229	35.26166	ADM2	MZ|03|7909715	Mozambique|Inhambane|Massinga District
P001785	1039536	1	Maxixe	-23.85972	35.34722	PPL	MZ|03	Mozambique|Inhambane
P001785	1038879	3	Memba	-13.96591	40.39437	ADM2	MZ|06|1038879	Mozambique|Nampula|Memba
P001785	1035175	1	Muvingue	-20.57694	33.83583	PPL	MZ|05	Mozambique|Sofala
P001785	1033828	1	Nametil	-14.21667	40.55	PPL	MZ|00	Mozambique
P001785	1033354	4	Nampula	-15	39	ADM1	MZ|06	Mozambique|Nampula
P001785	1031835	1	Nhachengue	-22.84472	35.18056	PPL	MZ|03	Mozambique|Inhambane
P001785	1024312	4	Província de Zambézia	-17	37	ADM1	MZ|09	Mozambique|Zambézia
P001785	1026804	4	Sofala Province	-19.2	34.8	ADM1	MZ|05	Mozambique|Sofala
P001785	1026010	4	Tete	-15.5	33	ADM1	MZ|08	Mozambique|Tete
P001785	1024292	1	Zandamela	-24.78861	34.31278	PPL	MZ|03	Mozambique|Inhambane
P001785	7909714	3	Zavala District	-24.67289	34.6926	ADM2	MZ|03|7909714	Mozambique|Inhambane|Zavala District
P001806	1052373	1	Beira	-19.84361	34.83889	PPLA	MZ|05	Mozambique|Sofala
P001806	1024696	1	Dondo	-19.60944	34.74306	PPL	MZ|05	Mozambique|Sofala
P001806	1043893	1	Lichinga	-13.31278	35.24056	PPLA	MZ|07	Mozambique|Niassa
P001806	1040989	1	Manhiça	-25.40222	32.80722	PPLA2	MZ|04	Mozambique|Maputo
P001806	1040652	1	Maputo	-25.96553	32.58322	PPLC	MZ|11	Mozambique|Maputo City
P001806	1039854	1	Matola	-25.96222	32.45889	PPLA	MZ|04	Mozambique|Maputo
P001806	1035025	1	Nacala	-14.56257	40.68538	PPL	MZ|06	Mozambique|Nampula
P001806	1033356	1	Nampula	-15.11646	39.2666	PPLA	MZ|06	Mozambique|Nampula
P001806	1028918	1	Pemba	-12.97395	40.51775	PPLA	MZ|01	Mozambique|Cabo Delgado
P001806	1028434	1	Quelimane	-17.87861	36.88833	PPLA	MZ|09	Mozambique|Zambézia
P001806	1036973	6	Republic of Mozambique	-18.25	35	PCLI	MZ|00	Mozambique
P001806	1024552	1	Xai-Xai	-25.05194	33.64417	PPLA	MZ|02|9408663	Mozambique|Gaza|Xai-Xai District
P001807	1053142	3	Alto Molócuè	-15.64932	37.66384	ADM2	MZ|09	Mozambique|Província de Zambézia
P001807	1052446	3	Barue District	-17.81047	33.17266	ADM2	MZ|10|1052446	Mozambique|Manica|Barue District
P001807	7873983	3	Boane District	-26.029	32.389	ADM2	MZ|04|7873983	Mozambique|Maputo|Boane District
P001807	7909828	3	Cahora Bassa District	-15.70766	32.67334	ADM2	MZ|08|7909828	Mozambique|Tete|Cahora Bassa District
P001807	7874046	3	Caia District	-17.769	35.058	ADM2	MZ|05|7874046	Mozambique|Sofala|Caia District
P001807	7905000	3	Changara District	-16.21651	33.17114	ADM2	MZ|08|7905000	Mozambique|Tete|Changara District
P001807	7909770	3	Chemba	-17.20206	34.60636	ADM2	MZ|05|7909770	Mozambique|Sofala|Chemba
P001807	7874614	3	Cheringoma District	-18.53268	35.3183	ADM2	MZ|05|7874614	Mozambique|Sofala|Cheringoma District
P001807	7873985	3	Chibabava District	-20.292	33.531	ADM2	MZ|05|7873985	Mozambique|Sofala|Chibabava District
P001807	7905199	3	Chifunde District	-14.81794	32.83331	ADM2	MZ|08|7905199	Mozambique|Tete|Chifunde District
P001807	7905529	3	Chiuta District	-15.564	33.302	ADM2	MZ|08|7905529	Mozambique|Tete|Chiuta District
P001807	1024062	3	Circunscrição do Zumbo	-15.23723	30.94424	ADMD	MZ|00	Mozambique
P001807	1035304	3	Circunscrição da Mutarara	-16.86781	34.77309	ADM2	MZ|08|1035304	Mozambique|Tete|Circunscrição da Mutarara
P001807	1037018	3	Circunscrição de Mossurize	-20.51262	32.94367	ADM2	MZ|10|1037018	Mozambique|Manica|Circunscrição de Mossurize
P001807	1037109	3	Circunscrição de Mopeia	-17.83292	36.0626	ADM2	MZ|09|1037109	Mozambique|Zambézia|Circunscrição de Mopeia
P001807	1040396	3	Circunscrição de Marromeu	-18.42526	35.74098	ADM2	MZ|05|1040396	Mozambique|Sofala|Circunscrição de Marromeu
P001807	1040587	3	Circunscrição de Marávia	-15.0931	32.06545	ADM2	MZ|08|1040587	Mozambique|Tete|Circunscrição de Marávia
P001807	1041912	3	Circunscrição de Màgoé	-15.90349	31.36636	ADM2	MZ|08|1041912	Mozambique|Tete|Circunscrição de Màgoé
P001807	1042871	3	Circunscrição da Macanga	-14.80209	33.53494	ADM2	MZ|08|1042871	Mozambique|Tete|Circunscrição da Macanga
P001807	1045351	3	Circunscrição do Ile	-16.18038	37.46609	ADM2	MZ|09|1045351	Mozambique|Zambézia|Circunscrição do Ile
P001807	1052937	3	Circunscrição da Angónia	-14.67449	34.16316	ADM2	MZ|08|1052937	Mozambique|Tete|Circunscrição da Angónia
P001807	1040948	3	Concelho de Manica	-18.94857	32.89509	ADM2	MZ|10|1040948	Mozambique|Manica|Concelho de Manica
P001807	1049181	3	Concelho do Chinde	-18.39491	36.32268	ADM2	MZ|09|1049181	Mozambique|Zambézia|Concelho do Chinde
P001807	1051852	3	Concelho do Búzi	-20.03925	34.37237	ADM2	MZ|05|1051852	Mozambique|Sofala|Concelho do Búzi
P001807	7873986	3	Dondo District	-19.522	34.799	ADM2	MZ|05|7873986	Mozambique|Sofala|Dondo District
P001807	7874708	3	Gilé District	-16.14411	38.36752	ADM2	MZ|09|7874708	Mozambique|Zambézia|Gilé District
P001807	7646374	3	Gondola District	-19.15	33.66	ADM2	MZ|10|7646374	Mozambique|Manica|Gondola District
P001807	1045789	3	Gorongosa District	-18.609	34.238	ADM2	MZ|05|1045789	Mozambique|Sofala|Gorongosa District
P001807	7874045	3	Guro District	-16.964	33.569	ADM2	MZ|10|7874045	Mozambique|Manica|Guro District
P001807	7873991	3	Gurue District	-15.46358	36.98167	ADM2	MZ|09|7873991	Mozambique|Zambézia|Gurue District
P001807	7909704	3	Inhassunge District	-18.03306	36.82363	ADM2	MZ|09|7909704	Mozambique|Zambézia|Inhassunge District
P001807	7874710	3	Lugela District	-16.41699	36.72558	ADM2	MZ|09|7874710	Mozambique|Zambézia|Lugela District
P001807	7874474	3	Machanga District	-20.96929	34.99738	ADM2	MZ|05|7874474	Mozambique|Sofala|Machanga District
P001807	7874620	3	Machaze District	-20.8021	33.41389	ADM2	MZ|10|7874620	Mozambique|Manica|Machaze District
P001807	7874622	3	Macossa District	-17.89152	33.93694	ADM2	MZ|10|7874622	Mozambique|Manica|Macossa District
P001807	7874711	3	Maganja da Costa District	-17.30729	37.50535	ADM2	MZ|09|7874711	Mozambique|Zambézia|Maganja da Costa District
P001807	7873976	3	Magude District	-25.02389	32.6515	ADM2	MZ|04|7873976	Mozambique|Maputo|Magude District
P001807	1090080	3	Manhica	-25.39417	32.83389	ADM2	MZ|04|1090080	Mozambique|Maputo|Manhica
P001807	1040947	4	Manica Province	-19	33.5	ADM1	MZ|10	Mozambique|Manica
P001807	1040649	4	Maputo Province	-25.5	32.33333	ADM1	MZ|04	Mozambique|Maputo
P001807	7909768	3	Maringue	-18.0151	34.7161	ADM2	MZ|05|7909768	Mozambique|Sofala|Maringue
P001807	8693192	3	Marracuene District	-25.73938	32.67436	ADM2	MZ|04|8693192	Mozambique|Maputo|Marracuene District
P001807	7874404	3	Matutuíne District	-26.52	32.663	ADM2	MZ|04|7874404	Mozambique|Maputo|Matutuíne District
P001807	7874712	3	Milange District	-16.09992	35.77578	ADM2	MZ|09|7874712	Mozambique|Zambézia|Milange District
P001807	7873980	3	Moamba District	-25.60934	32.24321	ADM2	MZ|04|7873980	Mozambique|Maputo|Moamba District
P001807	1037394	3	Moatize	-15.97317	34.00248	ADM2	MZ|08|1037394	Mozambique|Tete|Moatize
P001807	7880951	3	Mocuba District	-16.83683	36.9871	ADM2	MZ|09|7880951	Mozambique|Zambézia|Mocuba District
P001807	7873993	3	Morrumbala District	-17.329	35.591	ADM2	MZ|09|7873993	Mozambique|Zambézia|Morrumbala District
P001807	7874472	3	Muanza District	-18.89955	34.79679	ADM2	MZ|05|7874472	Mozambique|Sofala|Muanza District
P001807	8301113	3	Namaacha District	-26.109	32.18	ADM2	MZ|04|8301113	Mozambique|Maputo|Namaacha District
P001807	8714615	3	Namacurra District	-17.49137	37.02607	ADM2	MZ|09|8714615	Mozambique|Zambézia|Namacurra District
P001807	7874724	3	Namarroi District	-15.95275	36.87063	ADM2	MZ|09|7874724	Mozambique|Zambézia|Namarroi District
P001807	7873984	3	Nhamatanda District	-19.349	34.268	ADM2	MZ|05|7873984	Mozambique|Sofala|Nhamatanda District
P001807	7874725	3	Nicoadala District	-17.60631	36.81682	ADM2	MZ|09|7874725	Mozambique|Zambézia|Nicoadala District
P001807	7874726	3	Pebane District	-17.26378	38.13698	ADM2	MZ|09|7874726	Mozambique|Zambézia|Pebane District
P001807	1024312	4	Província de Zambézia	-17	37	ADM1	MZ|09	Mozambique|Zambézia
P001807	1026804	4	Sofala Province	-19.2	34.8	ADM1	MZ|05	Mozambique|Sofala
P001807	7670758	3	Sussundenga District	-19.69082	33.27154	ADM2	MZ|10|7670758	Mozambique|Manica|Sussundenga District
P001807	7874624	3	Tambara District	-16.72359	34.25571	ADM2	MZ|10|7874624	Mozambique|Manica|Tambara District
P001807	1026010	4	Tete	-15.5	33	ADM1	MZ|08	Mozambique|Tete
P001807	7874106	3	Tsangano District	-15.20012	34.32685	ADM2	MZ|08|7874106	Mozambique|Tete|Tsangano District
P001808	9072728	1	Bandire	-19.51687	33.22599	MN	MZ|10	Mozambique|Manica
P001808	1051823	4	Cabo Delgado Province	-12.5	39.4	ADM1	MZ|01	Mozambique|Cabo Delgado
P001808	1050368	1	Changalane	-26.29139	32.18972	PPL	MZ|04	Mozambique|Maputo
P001808	1049858	3	Concelho do Chibuto	-24.25	33.5	ADM2	MZ|02|1049858	Mozambique|Gaza|Concelho do Chibuto
P001808	1046058	4	Gaza Province	-23.5	33	ADM1	MZ|02	Mozambique|Gaza
P001808	1045110	4	Inhambane Province	-23	34.5	ADM1	MZ|03	Mozambique|Inhambane
P001808	7874115	3	Lichinga District	-13.29701	35.24698	ADM2	MZ|07|7874115	Mozambique|Niassa|Lichinga District
P001808	1042256	1	Macupulane	-24.80861	33.98611	PPL	MZ|02	Mozambique|Gaza
P001808	1040947	4	Manica Province	-19	33.5	ADM1	MZ|10	Mozambique|Manica
P001808	1040652	1	Maputo	-25.96553	32.58322	PPLC	MZ|11	Mozambique|Maputo City
P001808	1040649	4	Maputo Province	-25.5	32.33333	ADM1	MZ|04	Mozambique|Maputo
P001808	1038896	1	Meluco	-12.54028	39.64472	PPL	MZ|01	Mozambique|Cabo Delgado
P001808	1033354	4	Nampula	-15	39	ADM1	MZ|06	Mozambique|Nampula
P001808	1033356	1	Nampula	-15.11646	39.2666	PPLA	MZ|06	Mozambique|Nampula
P001808	1024312	4	Província de Zambézia	-17	37	ADM1	MZ|09	Mozambique|Zambézia
P001808	1036973	8	Republic of Mozambique	-18.25	35	PCLI	MZ|00	Mozambique
P001808	1026010	4	Tete	-15.5	33	ADM1	MZ|08	Mozambique|Tete
P001808	7874018	1	Xai-Xai Municipality	-25.04206	33.64117	ADM3	MZ|02|9408663|7874018	Mozambique|Gaza|Xai-Xai District
P002797	160260	4	Dar es Salaam Region	-6.83522	39.19597	ADM1	TZ|23	Tanzania|Dar es Salaam
P002797	160263	1	Dar es Salaam	-6.82349	39.26951	PPLA	TZ|23	Tanzania|Dar es Salaam
P002797	159242	1	Ikwiriri	-7.95618	38.97164	PPL	TZ|02	Tanzania|Pwani
P002797	159239	3	Ilala District	-6.91667	39.16667	ADM2	TZ|23|159239	Tanzania|Dar es Salaam|Ilala District
P002797	157977	1	Kibiti	-7.72178	38.93749	PPL	TZ|02	Tanzania|Pwani
P002797	157377	1	Kilwa Masoko	-8.9251	39.5131	PPL	TZ|07	Tanzania|Lindi
P002797	157379	1	Kilwa Kivinje	-8.74724	39.41251	PPL	TZ|07|157383	Tanzania|Lindi|Kilwa District
P002797	157383	3	Kilwa District	-9	39	ADM2	TZ|07|157383	Tanzania|Lindi|Kilwa District
P002797	157253	3	Kinondoni District	-6.75	39.16667	ADM2	TZ|23|157253	Tanzania|Dar es Salaam|Kinondoni District
P002797	9072680	1	Kinyerezi	-6.84766	39.20117	ADM3	TZ|23|9072680	Tanzania|Dar es Salaam
P002797	7840038	3	Mkuranga	-7.27	39.2	ADM2	TZ|02|7840038	Tanzania|Pwani|Mkuranga
P002797	150487	3	Rufiji District	-8	38.66667	ADM2	TZ|02|150487	Tanzania|Pwani|Rufiji District
P002797	149791	1	Somanga	-8.38148	39.28117	PPL	TZ|07	Tanzania|Lindi
P002797	149776	5	Songo Songo Island	-8.52517	39.50357	ISL	TZ|07	Tanzania|Lindi
P002797	149358	1	Ubungo	-6.78333	39.2	PPL	TZ|23	Tanzania|Dar es Salaam
P002797	149590	6	United Republic of Tanzania	-6	35	PCLI	TZ|00	Tanzania
P002797	149070	1	Utete	-7.98598	38.75795	PPL	TZ|02	Tanzania|Pwani
P002797	9072682	1	Wazo Hill	-6.66744	39.17257	PPL	TZ|23	Tanzania|Dar es Salaam
P002822	149590	8	United Republic of Tanzania	-6	35	PCLI	TZ|00	Tanzania
P002952	7056273	3	Abim District	2.75	33.75	ADM2	UG|N|B6	Uganda|Northern Region|Abim District
P002952	443782	3	Adjumani District	3.25	31.75	ADM2	UG|N|65	Uganda|Northern Region|Adjumani District
P002952	8030566	3	Agago District	2.92023	33.35336	ADM2	UG|N|E3	Uganda|Northern Region|Agago District
P002952	8030568	3	Alebtong District	2.26925	33.24234	ADM2	UG|N|E4	Uganda|Northern Region|Alebtong District
P002952	7056275	3	Amolatar District	1.63333	32.83333	ADM2	UG|N|B7	Uganda|Northern Region|Amolatar District
P002952	8030560	3	Amudat District	1.80626	34.9278	ADM2	UG|N|E5	Uganda|Northern Region|Amudat District
P002952	7056276	3	Amuria District	2.08333	33.66667	ADM2	UG|E|B8	Uganda|Eastern Region|Amuria District
P002952	7056278	3	Amuru District	3	32	ADM2	UG|N|B9	Uganda|Northern Region|Amuru District
P002952	443327	3	Apac District	1.902	32.6	ADM2	UG|N|26	Uganda|Northern Region|Apac District
P002952	443328	3	Arua District	2.96667	31.16667	ADM2	UG|N|77	Uganda|Northern Region|Arua District
P002952	7056279	3	Budaka District	1.05249	33.99221	ADM2	UG|E|C1	Uganda|Eastern Region|Budaka District
P002952	234411	3	Bukedea District	1.36667	34.13333	ADM2	UG|E|C3	Uganda|Eastern Region|Bukedea District
P002952	7056283	3	Dokolo District	1.93607	33.06137	ADM2	UG|N|C7	Uganda|Northern Region|Dokolo District
P002952	443331	3	Gulu District	2.85604	32.43001	ADM2	UG|N|30	Uganda|Northern Region|Gulu District
P002952	7056286	3	Kaabong District	3.58333	34	ADM2	UG|N|D1	Uganda|Northern Region|Kaabong District
P002952	448215	3	Kaberamaido District	1.75732	33.22576	ADM2	UG|E|80	Uganda|Eastern Region|Kaberamaido District
P002952	443785	3	Katakwi District	1.92157	34.04753	ADM2	UG|E|69	Uganda|Eastern Region|Katakwi District
P002952	8030572	3	Kibuku District	1.05	33.80879	ADM2	UG|E|F6	Uganda|Eastern Region|Kibuku District
P002952	443346	3	Kitgum District	3.406	33.336	ADM2	UG|N|84	Uganda|Northern Region|Kitgum District
P002952	7056289	3	Koboko District	3.5	31	ADM2	UG|N|D4	Uganda|Northern Region|Koboko District
P002952	8030565	3	Kole District	2.29701	32.74402	ADM2	UG|N|F8	Uganda|Northern Region|Kole District
P002952	443347	3	Kotido District	3	34.1	ADM2	UG|N|45	Uganda|Northern Region|Kotido District
P002952	443348	3	Kumi District	1.5	33.95	ADM2	UG|E|46	Uganda|Eastern Region|Kumi District
P002952	8030562	3	Lamwo District	3.55004	32.75057	ADM2	UG|N|G3	Uganda|Northern Region|Lamwo District
P002952	443349	3	Lira District	2.274	32.953	ADM2	UG|N|47	Uganda|Northern Region|Lira District
P002952	443356	3	Moroto District	2.6389	34.64395	ADM2	UG|N|88	Uganda|Northern Region|Moroto District
P002952	443357	3	Moyo District	3.65	31.72	ADM2	UG|N|72	Uganda|Northern Region|Moyo District
P002952	448221	3	Nakapiripirit District	1.90718	34.59601	ADM2	UG|N|91	Uganda|Northern Region|Nakapiripirit District
P002952	8030561	3	Napak District	2.38153	34.16834	ADM2	UG|N|G8	Uganda|Northern Region|Napak District
P002952	443360	3	Nebbi District	2.46732	31.26293	ADM2	UG|N|58	Uganda|Northern Region|Nebbi District
P002952	8030570	3	Ngora District	1.48203	33.75832	ADM2	UG|E|G9	Uganda|Eastern Region|Ngora District
P002952	7869939	3	Nwoya District	2.50974	31.88448	ADM2	UG|N|H2	Uganda|Northern Region|Nwoya District
P002952	8030567	3	Otuke District	2.48372	33.342	ADM2	UG|N|H3	Uganda|Northern Region|Otuke District
P002952	7056295	3	Oyam District	2.38129	32.50072	ADM2	UG|N|E2	Uganda|Northern Region|Oyam District
P002952	448222	3	Pader District	2.956	32.8	ADM2	UG|N|92	Uganda|Northern Region|Pader District
P002952	443362	3	Pallisa District	1.22593	33.77977	ADM2	UG|E|60	Uganda|Eastern Region|Pallisa District
P002952	8030569	3	Serere District	1.487	33.452	ADM2	UG|E|H5	Uganda|Eastern Region|Serere District
P002952	443365	3	Soroti District	1.78481	33.59432	ADM2	UG|E|95	Uganda|Eastern Region|Soroti District
P002952	448225	3	Yumbe District	3.52354	31.28243	ADM2	UG|N|97	Uganda|Northern Region|Yumbe District
P002952	8030563	3	Zombo District	2.52031	30.88824	ADM2	UG|N|H7	Uganda|Northern Region|Zombo District
P002984	232422	1	Kampala	0.31628	32.58219	PPLC	UG|C|37	Uganda|Central Region|Kampala District
P002984	8604719	1	Kiira Hydreoelectric Power Station	0.45	33.18556	PS	UG|E	Uganda|Eastern Region
P003227	8714549	3	Chibombo District	-14.65808	28.07376	ADM2	ZM|02|8714549	Zambia|Central|Chibombo District
P003227	919009	1	Chingola	-12.52897	27.88382	PPL	ZM|08	Zambia|Copperbelt
P003227	919006	3	Chingola District	-12.5	27.75	ADM2	ZM|08|919006	Zambia|Copperbelt|Chingola District
P003227	918385	1	Chisekesi	-16.44292	27.47086	PPL	ZM|07	Zambia|Southern
P003227	917748	1	Choma	-16.80648	26.95306	PPL	ZM|07	Zambia|Southern
P003227	917743	3	Choma District	-16.66667	27.16667	ADM2	ZM|07|917743	Zambia|Southern|Choma District
P003227	916082	3	Kabwe District	-14.33333	28.41667	ADM2	ZM|02|916082	Zambia|Central|Kabwe District
P003227	915883	1	Kafue	-15.76911	28.18136	PPL	ZM|09	Zambia|Lusaka
P003227	7671220	3	Kafue district	-15.61994	28.44125	ADM2	ZM|09|7671220	Zambia|Lusaka|Kafue district
P003227	915086	1	Kalomo	-17.02581	26.48368	PPL	ZM|07	Zambia|Southern
P003227	915082	3	Kalomo District	-17.147	26.679	ADM2	ZM|07|915082	Zambia|Southern|Kalomo District
P003227	914959	1	Kalulushi	-12.84151	28.09479	PPL	ZM|08	Zambia|Copperbelt
P003227	914956	3	Kalulushi District	-12.66667	28	ADM2	ZM|08|914956	Zambia|Copperbelt|Kalulushi District
P003227	913029	1	Kapiri Mposhi	-13.97147	28.66985	PPL	ZM|02	Zambia|Central
P003227	8285556	3	Kapiri-Mposhi District	-14.151	27.748	ADM2	ZM|02|8285556	Zambia|Central|Kapiri-Mposhi District
P003227	912820	1	Karubwe	-15.15	28.36667	PPL	ZM|09	Zambia|Lusaka
P003227	912036	1	Katikululo	-12.88949	30.63981	PPL	ZM|02	Zambia|Central
P003227	911148	1	Kitwe	-12.80243	28.21323	PPL	ZM|08	Zambia|Copperbelt
P003227	911144	3	Kitwe District	-12.85	28.25	ADM2	ZM|08|911144	Zambia|Copperbelt|Kitwe District
P003227	910111	1	Livingstone	-17.84194	25.85425	PPLA	ZM|07	Zambia|Southern
P003227	910107	3	Livingstone District	-17.802	25.867	ADM2	ZM|07|910107	Zambia|Southern|Livingstone District
P003227	909863	1	Luanshya	-13.13667	28.41661	PPL	ZM|08	Zambia|Copperbelt
P003227	909857	3	Luanshya District	-13	28.33333	ADM2	ZM|08|909857	Zambia|Copperbelt|Luanshya District
P003227	909134	3	Lusaka District	-15.4307	28.34419	ADM2	ZM|09|909134	Zambia|Lusaka|Lusaka District
P003227	908534	1	Magoye	-16.00287	27.60586	PPL	ZM|07	Zambia|Southern
P003227	8285557	3	Masaiti District	-13.409	28.719	ADM2	ZM|08|8285557	Zambia|Copperbelt|Masaiti District
P003227	907452	1	Masuku	-17.2064	27.11311	PPL	ZM|07	Zambia|Southern
P003227	907111	1	Mazabuka	-15.85601	27.748	PPL	ZM|07	Zambia|Southern
P003227	907108	3	Mazabuka District	-16	28	ADM2	ZM|07|907108	Zambia|Southern|Mazabuka District
P003227	906044	1	Monze	-16.28333	27.48333	PPL	ZM|07	Zambia|Southern
P003227	906042	3	Monze District	-16	27.25	ADM2	ZM|07|906042	Zambia|Southern|Monze District
P003227	905395	1	Mufulira	-12.54982	28.24071	PPL	ZM|08	Zambia|Copperbelt
P003227	905389	3	Mufulira District	-12.5	28.25	ADM2	ZM|08|905389	Zambia|Copperbelt|Mufulira District
P003227	901344	1	Ndola	-12.95867	28.63659	PPLA	ZM|08	Zambia|Copperbelt
P003227	901339	3	Ndola Rural District	-12.91667	28.66667	ADM2	ZM|08|901339	Zambia|Copperbelt|Ndola Rural District
P003227	899859	1	Pemba	-16.51315	27.37775	PPL	ZM|07	Zambia|Southern
P003227	895949	6	Republic of Zambia	-14.33333	28.5	PCLI	ZM|00	Zambia
P003227	922245	1	Sakania	-12.75	28.56667	PPL	CD|00	Democratic Republic of the Congo
P003227	898909	3	Serenje District	-13	30.5	ADM2	ZM|02|898909	Zambia|Central|Serenje District
P003227	895909	1	Zimba	-17.3144	26.19643	PPL	ZM|07	Zambia|Southern
P003248	895949	6	Republic of Zambia	-14.33333	28.5	PCLI	ZM|00	Zambia
P004397	2134008	3	Abau District	-10.08333	148.91667	ADMD	PG|01	Papua New Guinea|Central Province
P004397	2101332	1	Afore	-9.12799	148.3907	PPL	PG|04	Papua New Guinea|Northern Province
P004397	7668035	3	Afore	-9.47113	148.32848	ADM2	PG|04|7668035	Papua New Guinea|Northern Province|Afore
P004397	7648911	1	Agevairu	-9.01922	146.81674	PPL	PG|01	Papua New Guinea|Central Province
